AgeGroup,StudyNo,value.Target,value.TargetNo,value.WordType,value.Proper,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correctmcq,value.wrongmcq,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,visible,value.know,value.dontknow,value.other,value.TOT,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
Old,4,Stockholm,93,PN,ProperName,36,9,27,0.25,9,9,9,9,0,3,5,1,0,0.333333333,0.555555556,0.111111111,0.777777778,0.777777778,0.888888889,0.777777778,4,3,0,2,5,4,0,0,6,3,0,0,3,5,0,1,29,7,2,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0.5,FALSE,18,15,0,3,0.222222222,0.277777778,0.333333333,0.166666667,0.2,0.266666667,0.2,0.333333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.666666667,0,0,0.333333333,0.444444444,0.333333333,0,0.222222222,0.555555556,0.444444444,0,0,0.666666667,0.333333333,0,0,0.333333333,0.555555556,0,0.111111111
Old,4,taciturn,94,Adj,Word,36,2,34,0.055555556,9,9,9,9,1,1,0,0,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0.444444444,0.333333333,5,2,0,2,3,4,0,2,4,3,1,1,2,4,1,2,9,27,8,8,5,6,1,0,0,0,0,0.875,0,0.125,0,0,0.6,0,0.2,0,0.2,0.5,0,0,0.333333333,0.166666667,FALSE,14,13,2,7,0.357142857,0.214285714,0.285714286,0.142857143,0.153846154,0.307692308,0.230769231,0.307692308,0,0,0.5,0.5,0.285714286,0.285714286,0.142857143,0.285714286,0.555555556,0.222222222,0,0.222222222,0.333333333,0.444444444,0,0.222222222,0.444444444,0.333333333,0.111111111,0.111111111,0.222222222,0.444444444,0.111111111,0.222222222
Old,4,Thoreau,95,PN,ProperName,36,10,26,0.277777778,9,9,9,9,1,3,3,3,0.111111111,0.333333333,0.333333333,0.333333333,0.555555556,0.777777778,0.666666667,0.666666667,5,3,0,1,4,4,0,1,3,4,0,2,4,3,0,2,24,12,4,2,3,3,1,0,0,0,0,0.5,0,0.5,0,0,0.333333333,0,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0,0,FALSE,16,14,0,6,0.3125,0.25,0.1875,0.25,0.214285714,0.285714286,0.285714286,0.214285714,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.166666667,0.166666667,0.333333333,0.333333333,0.555555556,0.333333333,0,0.111111111,0.444444444,0.444444444,0,0.111111111,0.333333333,0.444444444,0,0.222222222,0.444444444,0.333333333,0,0.222222222
Old,4,tic,96,N,Word,36,9,27,0.25,9,9,9,9,3,2,2,2,0.333333333,0.222222222,0.222222222,0.222222222,0.444444444,0.222222222,0.444444444,0.444444444,7,1,1,0,7,2,0,0,5,3,1,0,5,2,2,0,14,22,5,7,5,5,0.4,0,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,24,8,4,0,0.291666667,0.291666667,0.208333333,0.208333333,0.125,0.25,0.375,0.25,0.25,0,0.25,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.777777778,0.111111111,0.111111111,0,0.777777778,0.222222222,0,0,0.555555556,0.333333333,0.111111111,0,0.555555556,0.222222222,0.222222222,0
Old,4,tsunami,97,N,Word,36,21,15,0.583333333,9,9,9,9,3,7,7,4,0.333333333,0.777777778,0.777777778,0.444444444,0.777777778,1,1,0.666666667,5,4,0,0,7,0,1,1,7,2,0,0,5,4,0,0,31,5,2,0,0,3,0.5,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,0.666666667,0,0,FALSE,24,10,1,1,0.208333333,0.291666667,0.291666667,0.208333333,0.4,0,0.2,0.4,0,1,0,0,0,1,0,0,0.555555556,0.444444444,0,0,0.777777778,0,0.111111111,0.111111111,0.777777778,0.222222222,0,0,0.555555556,0.444444444,0,0
Old,4,Watson,98,PN,ProperName,36,21,15,0.583333333,9,9,9,9,4,7,6,4,0.444444444,0.777777778,0.666666667,0.444444444,0.888888889,0.888888889,1,1,4,3,0,2,7,2,0,0,7,1,0,1,5,4,0,0,34,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23,10,0,3,0.173913043,0.304347826,0.304347826,0.217391304,0.3,0.2,0.1,0.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.666666667,0,0.333333333,0,0.444444444,0.333333333,0,0.222222222,0.777777778,0.222222222,0,0,0.777777778,0.111111111,0,0.111111111,0.555555556,0.444444444,0,0
Old,4,Wayne,99,PN,ProperName,36,8,28,0.222222222,9,9,9,9,0,2,1,5,0,0.222222222,0.111111111,0.555555556,0.666666667,0.777777778,0.555555556,0.777777778,3,4,1,1,4,4,0,1,3,6,0,0,4,5,0,0,25,11,3,2,4,2,0.666666667,0,0.333333333,0,0,0,0,1,0,0,0.25,0,0.75,0,0,0,0,1,0,0,FALSE,14,19,1,2,0.214285714,0.285714286,0.214285714,0.285714286,0.210526316,0.210526316,0.315789474,0.263157895,1,0,0,0,0.5,0.5,0,0,0.333333333,0.444444444,0.111111111,0.111111111,0.444444444,0.444444444,0,0.111111111,0.333333333,0.666666667,0,0,0.444444444,0.555555556,0,0
Old,4,Yellowstone,100,PN,ProperName,36,23,13,0.638888889,9,9,9,9,8,7,6,2,0.888888889,0.777777778,0.666666667,0.222222222,1,0.777777778,0.888888889,0.888888889,7,1,0,1,8,0,1,0,8,1,0,0,3,4,1,1,32,4,0,2,1,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,26,6,2,2,0.269230769,0.307692308,0.307692308,0.115384615,0.166666667,0,0.166666667,0.666666667,0,0.5,0,0.5,0.5,0,0,0.5,0.777777778,0.111111111,0,0.111111111,0.888888889,0,0.111111111,0,0.888888889,0.111111111,0,0,0.333333333,0.444444444,0.111111111,0.111111111
Young,2,abacus,1,N,Word,36,24,12,0.666666667,9,9,9,9,5,6,7,6,0.555555556,0.666666667,0.777777778,0.666666667,0.777777778,1,1,1,6,1,0,2,7,0,0,2,7,0,1,1,7,0,1,1,34,2,2,0,0,0,0.5,0,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,27,1,2,6,0.222222222,0.259259259,0.259259259,0.259259259,1,0,0,0,0,0,0.5,0.5,0.333333333,0.333333333,0.166666667,0.166666667,0.666666667,0.111111111,0,0.222222222,0.777777778,0,0,0.222222222,0.777777778,0,0.111111111,0.111111111,0.777777778,0,0.111111111,0.111111111
Young,2,abdicate,2,V,Word,36,16,20,0.444444444,9,9,9,9,4,5,2,5,0.444444444,0.555555556,0.222222222,0.555555556,0.666666667,0.777777778,0.777777778,0.888888889,5,1,2,1,3,3,3,0,3,2,3,1,4,0,2,3,28,8,3,2,2,1,0.666666667,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,15,6,10,5,0.333333333,0.2,0.2,0.266666667,0.166666667,0.5,0.333333333,0,0.2,0.3,0.3,0.2,0.2,0,0.2,0.6,0.555555556,0.111111111,0.222222222,0.111111111,0.333333333,0.333333333,0.333333333,0,0.333333333,0.222222222,0.333333333,0.111111111,0.444444444,0,0.222222222,0.333333333
Young,2,abstain,3,V,Word,36,11,25,0.305555556,9,9,9,9,3,6,1,1,0.333333333,0.666666667,0.111111111,0.111111111,0.777777778,0.777777778,0.666666667,1,5,1,2,1,5,2,1,1,2,2,3,2,1,5,3,0,29,7,2,2,3,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0.666666667,0.333333333,0,0,NA,NA,NA,NA,NA,FALSE,13,10,9,4,0.384615385,0.384615385,0.153846154,0.076923077,0.1,0.2,0.2,0.5,0.222222222,0.111111111,0.333333333,0.333333333,0.25,0.25,0.5,0,0.555555556,0.111111111,0.222222222,0.111111111,0.555555556,0.222222222,0.111111111,0.111111111,0.222222222,0.222222222,0.333333333,0.222222222,0.111111111,0.555555556,0.333333333,0
Young,2,accolade,4,N,Word,36,3,33,0.083333333,9,9,9,9,0,2,1,0,0,0.222222222,0.111111111,0,0.444444444,0.888888889,0.666666667,0.666666667,2,1,4,2,2,2,2,3,1,3,4,1,0,5,3,1,24,12,5,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,5,11,13,7,0.4,0.4,0.2,0,0.090909091,0.181818182,0.272727273,0.454545455,0.307692308,0.153846154,0.307692308,0.230769231,0.285714286,0.428571429,0.142857143,0.142857143,0.222222222,0.111111111,0.444444444,0.222222222,0.222222222,0.222222222,0.222222222,0.333333333,0.111111111,0.333333333,0.444444444,0.111111111,0,0.555555556,0.333333333,0.111111111
Young,2,advocate,5,V,Word,36,4,32,0.111111111,9,9,9,9,0,3,0,1,0,0.333333333,0,0.111111111,0.777777778,0.888888889,1,1,3,2,2,2,3,4,2,0,2,3,1,3,2,2,2,3,33,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,10,11,7,8,0.3,0.3,0.2,0.2,0.181818182,0.363636364,0.272727273,0.181818182,0.285714286,0.285714286,0.142857143,0.285714286,0.25,0,0.375,0.375,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.444444444,0.222222222,0,0.222222222,0.333333333,0.111111111,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333
Young,2,Alcott,6,PN,ProperName,36,16,20,0.444444444,9,9,9,9,4,5,3,4,0.444444444,0.555555556,0.333333333,0.444444444,0.555555556,0.666666667,0.666666667,0.666666667,3,4,2,0,5,4,0,0,5,3,1,0,4,4,0,1,23,13,4,3,3,3,0.5,0,0.5,0,0,0,0,1,0,0,0.333333333,0,0.666666667,0,0,1,0,0,0,0,FALSE,17,15,3,1,0.176470588,0.294117647,0.294117647,0.235294118,0.266666667,0.266666667,0.2,0.266666667,0.666666667,0,0.333333333,0,0,0,0,1,0.333333333,0.444444444,0.222222222,0,0.555555556,0.444444444,0,0,0.555555556,0.333333333,0.111111111,0,0.444444444,0.444444444,0,0.111111111
Young,2,allocation,7,N,Word,36,1,35,0.027777778,9,9,9,9,0,1,0,0,0,0.111111111,0,0,0.444444444,0.555555556,0.444444444,0.333333333,2,5,2,0,2,5,1,1,4,3,2,0,1,4,3,1,16,20,5,4,5,6,0,0,1,0,0,0.25,0,0.75,0,0,0,0.2,0.8,0,0,0,0,1,0,0,FALSE,9,17,8,2,0.222222222,0.222222222,0.444444444,0.111111111,0.294117647,0.294117647,0.176470588,0.235294118,0.25,0.125,0.25,0.375,0,0.5,0,0.5,0.222222222,0.555555556,0.222222222,0,0.222222222,0.555555556,0.111111111,0.111111111,0.444444444,0.333333333,0.222222222,0,0.111111111,0.444444444,0.333333333,0.111111111
Young,2,anachronism,8,N,Word,36,5,31,0.138888889,9,9,9,9,2,2,0,1,0.222222222,0.222222222,0,0.111111111,0.555555556,0.888888889,0.888888889,0.777777778,5,2,2,0,5,0,3,1,2,3,2,2,2,5,2,0,28,8,4,1,1,2,0.75,0,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,FALSE,14,10,9,3,0.357142857,0.357142857,0.142857143,0.142857143,0.2,0,0.3,0.5,0.222222222,0.333333333,0.222222222,0.222222222,0,0.333333333,0.666666667,0,0.555555556,0.222222222,0.222222222,0,0.555555556,0,0.333333333,0.111111111,0.222222222,0.333333333,0.222222222,0.222222222,0.222222222,0.555555556,0.222222222,0
Young,2,anagram,9,N,Word,36,15,21,0.416666667,9,9,9,9,4,4,3,4,0.444444444,0.444444444,0.333333333,0.444444444,1,0.888888889,0.777777778,1,4,4,1,0,3,3,0,3,4,2,2,1,4,2,1,2,33,3,0,1,2,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,15,11,4,6,0.266666667,0.2,0.266666667,0.266666667,0.363636364,0.272727273,0.181818182,0.181818182,0.25,0,0.5,0.25,0,0.5,0.166666667,0.333333333,0.444444444,0.444444444,0.111111111,0,0.333333333,0.333333333,0,0.333333333,0.444444444,0.222222222,0.222222222,0.111111111,0.444444444,0.222222222,0.111111111,0.222222222
Young,2,Andes,10,PN,ProperName,36,21,15,0.583333333,9,9,9,9,4,5,5,7,0.444444444,0.555555556,0.555555556,0.777777778,0.777777778,0.888888889,0.777777778,1,4,3,1,1,6,1,0,2,5,3,1,0,6,2,1,0,31,5,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,FALSE,21,9,3,3,0.19047619,0.285714286,0.238095238,0.285714286,0.333333333,0.111111111,0.333333333,0.222222222,0.333333333,0,0.333333333,0.333333333,0.333333333,0.666666667,0,0,0.444444444,0.333333333,0.111111111,0.111111111,0.666666667,0.111111111,0,0.222222222,0.555555556,0.333333333,0.111111111,0,0.666666667,0.222222222,0.111111111,0
Young,2,auspicious,11,Adj,Word,36,1,35,0.027777778,9,9,9,9,0,1,0,0,0,0.111111111,0,0,0.444444444,0.777777778,0.222222222,0.222222222,1,3,2,3,1,4,1,3,1,4,2,2,2,2,3,2,15,21,5,2,7,7,0.8,0,0.2,0,0,0,0,1,0,0,0.428571429,0,0.571428571,0,0,0.428571429,0.142857143,0.428571429,0,0,FALSE,5,13,8,10,0.2,0.2,0.2,0.4,0.230769231,0.307692308,0.307692308,0.153846154,0.25,0.125,0.25,0.375,0.3,0.3,0.2,0.2,0.111111111,0.333333333,0.222222222,0.333333333,0.111111111,0.444444444,0.111111111,0.333333333,0.111111111,0.444444444,0.222222222,0.222222222,0.222222222,0.222222222,0.333333333,0.222222222
Young,2,banal,12,Adj,Word,36,7,29,0.194444444,9,9,9,9,2,3,0,2,0.222222222,0.333333333,0,0.222222222,0.555555556,0.777777778,0.333333333,0.666666667,3,1,4,1,3,2,4,0,4,3,2,0,3,4,0,2,21,15,4,2,6,3,0.75,0,0.25,0,0,0.5,0,0,0,0.5,0.833333333,0,0.166666667,0,0,1,0,0,0,0,FALSE,13,10,10,3,0.230769231,0.230769231,0.307692308,0.230769231,0.1,0.2,0.3,0.4,0.4,0.4,0.2,0,0.333333333,0,0,0.666666667,0.333333333,0.111111111,0.444444444,0.111111111,0.333333333,0.222222222,0.444444444,0,0.444444444,0.333333333,0.222222222,0,0.333333333,0.444444444,0,0.222222222
Young,2,Bangkok,13,PN,ProperName,36,18,18,0.5,9,9,9,9,2,7,5,4,0.222222222,0.777777778,0.555555556,0.444444444,0.666666667,1,0.888888889,0.777777778,3,4,1,1,7,1,1,0,3,4,2,0,5,1,2,1,30,6,3,0,1,2,0.333333333,0,0.666666667,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,FALSE,18,10,6,2,0.166666667,0.388888889,0.166666667,0.277777778,0.4,0.1,0.4,0.1,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0,0,0.5,0.333333333,0.444444444,0.111111111,0.111111111,0.777777778,0.111111111,0.111111111,0,0.333333333,0.444444444,0.222222222,0,0.555555556,0.111111111,0.222222222,0.111111111
Young,2,barter,14,V,Word,36,28,8,0.777777778,9,9,9,9,6,9,7,6,0.666666667,1,0.777777778,0.666666667,0.888888889,1,0.888888889,1,8,0,0,1,7,0,2,0,7,1,1,0,6,1,0,2,34,2,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,28,2,3,3,0.285714286,0.25,0.25,0.214285714,0,0,0.5,0.5,0,0.666666667,0.333333333,0,0.333333333,0,0,0.666666667,0.888888889,0,0,0.111111111,0.777777778,0,0.222222222,0,0.777777778,0.111111111,0.111111111,0,0.666666667,0.111111111,0,0.222222222
Young,2,Batista,15,PN,ProperName,36,4,32,0.111111111,9,9,9,9,1,3,0,0,0.111111111,0.333333333,0,0,0.777777778,0.444444444,0.333333333,0.888888889,1,6,0,2,3,6,0,0,0,8,1,0,1,6,2,0,22,14,2,5,6,1,0.5,0,0.5,0,0,0.6,0,0.4,0,0,0.166666667,0.166666667,0.666666667,0,0,1,0,0,0,0,FALSE,5,26,3,2,0.2,0.6,0,0.2,0.230769231,0.230769231,0.307692308,0.230769231,0,0,0.333333333,0.666666667,1,0,0,0,0.111111111,0.666666667,0,0.222222222,0.333333333,0.666666667,0,0,0,0.888888889,0.111111111,0,0.111111111,0.666666667,0.222222222,0
Young,2,bewilder,16,V,Word,36,3,33,0.083333333,9,9,9,9,1,1,0,1,0.111111111,0.111111111,0,0.111111111,0.222222222,0.666666667,0.333333333,0.333333333,2,1,5,1,2,5,0,2,4,2,2,1,4,1,4,0,14,22,7,3,6,6,0.285714286,0,0.714285714,0,0,0.333333333,0,0.666666667,0,0,0.333333333,0,0.666666667,0,0,0.166666667,0,0.833333333,0,0,FALSE,12,9,11,4,0.166666667,0.166666667,0.333333333,0.333333333,0.111111111,0.555555556,0.222222222,0.111111111,0.454545455,0,0.181818182,0.363636364,0.25,0.5,0.25,0,0.222222222,0.111111111,0.555555556,0.111111111,0.222222222,0.555555556,0,0.222222222,0.444444444,0.222222222,0.222222222,0.111111111,0.444444444,0.111111111,0.444444444,0
Young,2,binomial,17,N,Word,36,5,31,0.138888889,9,9,9,9,0,3,2,0,0,0.333333333,0.222222222,0,1,0.888888889,0.777777778,0.444444444,2,4,3,0,4,2,3,0,5,1,2,1,1,3,5,0,28,8,0,1,2,5,NA,NA,NA,NA,NA,1,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,FALSE,12,10,13,1,0.166666667,0.333333333,0.416666667,0.083333333,0.4,0.2,0.1,0.3,0.230769231,0.230769231,0.153846154,0.384615385,0,0,1,0,0.222222222,0.444444444,0.333333333,0,0.444444444,0.222222222,0.333333333,0,0.555555556,0.111111111,0.222222222,0.111111111,0.111111111,0.333333333,0.555555556,0
Young,2,Caracas,18,PN,ProperName,36,10,26,0.277777778,9,9,9,9,2,4,2,2,0.222222222,0.444444444,0.222222222,0.222222222,0.444444444,0.666666667,0.666666667,0.666666667,3,5,1,0,4,5,0,0,2,6,0,1,3,2,2,2,22,14,5,3,3,3,0.6,0,0.2,0.2,0,0.666666667,0.333333333,0,0,0,0.333333333,0,0.666666667,0,0,0.666666667,0,0.333333333,0,0,FALSE,12,18,3,3,0.25,0.333333333,0.166666667,0.25,0.277777778,0.277777778,0.333333333,0.111111111,0.333333333,0,0,0.666666667,0,0,0.333333333,0.666666667,0.333333333,0.555555556,0.111111111,0,0.444444444,0.555555556,0,0,0.222222222,0.666666667,0,0.111111111,0.333333333,0.222222222,0.222222222,0.222222222
Young,2,carcass,19,N,Word,36,18,18,0.5,9,9,9,9,4,7,5,2,0.444444444,0.777777778,0.555555556,0.222222222,0.777777778,0.777777778,1,0.777777778,2,1,5,1,6,0,1,2,8,0,1,0,3,1,5,0,30,6,2,2,0,2,0,0.5,0.5,0,0,0,0.5,0.5,0,0,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,FALSE,19,2,12,3,0.105263158,0.315789474,0.421052632,0.157894737,0.5,0,0,0.5,0.416666667,0.083333333,0.083333333,0.416666667,0.333333333,0.666666667,0,0,0.222222222,0.111111111,0.555555556,0.111111111,0.666666667,0,0.111111111,0.222222222,0.888888889,0,0.111111111,0,0.333333333,0.111111111,0.555555556,0
Young,2,Carroll,20,PN,ProperName,36,8,28,0.222222222,9,9,9,9,1,2,2,3,0.111111111,0.222222222,0.222222222,0.333333333,0.888888889,1,0.888888889,0.888888889,3,4,2,0,3,3,0,3,2,3,0,4,3,3,1,2,33,3,1,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,FALSE,11,13,3,9,0.272727273,0.272727273,0.181818182,0.272727273,0.307692308,0.230769231,0.230769231,0.230769231,0.666666667,0,0,0.333333333,0,0.333333333,0.444444444,0.222222222,0.333333333,0.444444444,0.222222222,0,0.333333333,0.333333333,0,0.333333333,0.222222222,0.333333333,0,0.444444444,0.333333333,0.333333333,0.111111111,0.222222222
Young,2,Carver,21,PN,ProperName,36,14,22,0.388888889,9,9,9,9,4,3,4,3,0.444444444,0.333333333,0.444444444,0.333333333,0.666666667,0.888888889,0.777777778,0.777777778,5,3,1,0,4,4,1,0,2,2,2,3,3,4,1,1,28,8,3,1,2,2,0,0.333333333,0.333333333,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.5,0,0,FALSE,14,13,5,4,0.357142857,0.285714286,0.142857143,0.214285714,0.230769231,0.307692308,0.153846154,0.307692308,0.2,0.2,0.4,0.2,0,0,0.75,0.25,0.555555556,0.333333333,0.111111111,0,0.444444444,0.444444444,0.111111111,0,0.222222222,0.222222222,0.222222222,0.333333333,0.333333333,0.444444444,0.111111111,0.111111111
Young,2,Casablanca,22,PN,ProperName,36,15,21,0.416666667,9,9,9,9,3,5,3,4,0.333333333,0.555555556,0.333333333,0.444444444,0.888888889,1,0.888888889,1,2,5,1,1,4,2,3,0,4,4,1,0,4,5,0,0,34,2,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,14,16,5,1,0.142857143,0.285714286,0.285714286,0.285714286,0.3125,0.125,0.25,0.3125,0.2,0.6,0.2,0,1,0,0,0,0.222222222,0.555555556,0.111111111,0.111111111,0.444444444,0.222222222,0.333333333,0,0.444444444,0.444444444,0.111111111,0,0.444444444,0.555555556,0,0
Young,2,chameleon,23,N,Word,36,27,9,0.75,9,9,9,9,5,6,8,8,0.555555556,0.666666667,0.888888889,0.888888889,0.888888889,1,1,1,8,0,1,0,9,0,0,0,7,0,1,1,9,0,0,0,35,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,33,0,2,1,0.242424242,0.272727273,0.212121212,0.272727273,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0,0.5,0,0,0,1,0,0.888888889,0,0.111111111,0,1,0,0,0,0.777777778,0,0.111111111,0.111111111,1,0,0,0
Young,2,Clay,24,PN,ProperName,36,10,26,0.277777778,9,9,9,9,2,4,2,2,0.222222222,0.444444444,0.222222222,0.222222222,0.555555556,0.888888889,0.555555556,0.333333333,2,5,0,2,4,4,0,1,2,5,1,1,2,6,0,1,21,15,4,1,4,6,0.5,0,0.5,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0.166666667,0,0.833333333,0,0,FALSE,10,20,1,5,0.2,0.4,0.2,0.2,0.25,0.2,0.25,0.3,0,0,1,0,0.4,0.2,0.2,0.2,0.222222222,0.555555556,0,0.222222222,0.444444444,0.444444444,0,0.111111111,0.222222222,0.555555556,0.111111111,0.111111111,0.222222222,0.666666667,0,0.111111111
Young,2,Clemens,25,PN,ProperName,36,5,31,0.138888889,9,9,9,9,2,3,0,0,0.222222222,0.333333333,0,0,0.666666667,0.555555556,0.555555556,1,2,1,2,4,3,6,0,0,0,7,0,2,0,7,1,1,25,11,3,4,4,0,0.333333333,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,5,21,3,7,0.4,0.6,0,0,0.047619048,0.285714286,0.333333333,0.333333333,0.666666667,0,0,0.333333333,0.571428571,0,0.285714286,0.142857143,0.222222222,0.111111111,0.222222222,0.444444444,0.333333333,0.666666667,0,0,0,0.777777778,0,0.222222222,0,0.777777778,0.111111111,0.111111111
Young,2,congruent,26,Adj,Word,36,3,33,0.083333333,9,9,9,9,1,1,1,0,0.111111111,0.111111111,0.111111111,0,0.666666667,0.444444444,0.666666667,1,2,1,4,2,3,4,2,0,2,3,4,0,1,1,5,2,25,11,3,5,3,0,1,0,0,0,0,0.6,0.2,0.2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,FALSE,8,9,15,4,0.25,0.375,0.25,0.125,0.111111111,0.444444444,0.333333333,0.111111111,0.266666667,0.133333333,0.266666667,0.333333333,0.5,0,0,0.5,0.222222222,0.111111111,0.444444444,0.222222222,0.333333333,0.444444444,0.222222222,0,0.222222222,0.333333333,0.444444444,0,0.111111111,0.111111111,0.555555556,0.222222222
Young,2,covenant,27,N,Word,36,16,20,0.444444444,9,9,9,9,3,7,3,3,0.333333333,0.777777778,0.333333333,0.333333333,1,0.888888889,1,1,3,4,2,0,7,0,1,1,4,2,1,2,4,0,4,1,35,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18,6,8,4,0.166666667,0.388888889,0.222222222,0.222222222,0.666666667,0,0.333333333,0,0.25,0.125,0.125,0.5,0,0.25,0.5,0.25,0.333333333,0.444444444,0.222222222,0,0.777777778,0,0.111111111,0.111111111,0.444444444,0.222222222,0.111111111,0.222222222,0.444444444,0,0.444444444,0.111111111
Young,2,Cummings,28,PN,ProperName,36,6,30,0.166666667,9,9,9,9,1,3,2,0,0.111111111,0.333333333,0.222222222,0,0.555555556,0.888888889,0.444444444,0.666666667,3,4,2,0,4,4,1,0,4,4,1,0,0,5,4,0,23,13,4,1,5,3,0.75,0,0.25,0,0,0,0,1,0,0,0.2,0,0.6,0.2,0,0.333333333,0,0.666666667,0,0,FALSE,11,17,8,0,0.272727273,0.363636364,0.363636364,0,0.235294118,0.235294118,0.235294118,0.294117647,0.25,0.125,0.125,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.333333333,0.444444444,0.222222222,0,0.444444444,0.444444444,0.111111111,0,0.444444444,0.444444444,0.111111111,0,0,0.555555556,0.444444444,0
Young,2,Dante,29,PN,ProperName,36,22,14,0.611111111,9,9,9,9,7,5,5,5,0.777777778,0.555555556,0.555555556,0.555555556,0.888888889,0.777777778,0.888888889,1,8,1,0,0,6,2,0,1,6,2,1,0,6,3,0,0,32,4,1,2,1,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,26,8,1,1,0.307692308,0.230769231,0.230769231,0.230769231,0.125,0.25,0.25,0.375,0,0,1,0,0,1,0,0,0.888888889,0.111111111,0,0,0.666666667,0.222222222,0,0.111111111,0.666666667,0.222222222,0.111111111,0,0.666666667,0.333333333,0,0
