AgeGroup,StudyNo,value.Target,value.TargetNo,value.WordType,value.Proper,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correctmcq,value.wrongmcq,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,visible,value.know,value.dontknow,value.other,value.TOT,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
Old,6,Clemens,25,PN,ProperName,32,16,16,0.5,8,8,8,8,3,5,3,5,0.375,0.625,0.375,0.625,0.75,1,0.625,1,4,3,0,1,7,1,0,0,5,2,0,1,5,3,0,0,27,5,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,FALSE,21,9,0,2,0.19047619,0.333333333,0.238095238,0.238095238,0.333333333,0.111111111,0.222222222,0.333333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0,0.5,0,0.5,0.375,0,0.125,0.875,0.125,0,0,0.625,0.25,0,0.125,0.625,0.375,0,0
Old,6,congruent,26,Adj,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.5,0.375,0.375,0.25,2,4,1,1,2,5,0,1,2,5,0,1,1,5,2,0,12,20,4,5,5,6,0.25,0,0.75,0,0,0.6,0,0.4,0,0,0.6,0.2,0.2,0,0,0.833333333,0,0.166666667,0,0,FALSE,7,19,3,3,0.285714286,0.285714286,0.285714286,0.142857143,0.210526316,0.263157895,0.263157895,0.263157895,0.333333333,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0.25,0.5,0.125,0.125,0.25,0.625,0,0.125,0.25,0.625,0,0.125,0.125,0.625,0.25,0
Old,6,covenant,27,N,Word,32,6,26,0.1875,8,8,8,8,2,2,2,0,0.25,0.25,0.25,0,0.875,0.75,0.625,0.875,5,3,0,0,3,3,0,2,4,4,0,0,6,1,1,0,25,7,1,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,18,11,1,2,0.277777778,0.166666667,0.222222222,0.333333333,0.272727273,0.272727273,0.363636364,0.090909091,0,0,0,1,0,1,0,0,0.625,0.375,0,0,0.375,0.375,0,0.25,0.5,0.5,0,0,0.75,0.125,0.125,0
Old,6,Cummings,28,PN,ProperName,32,7,25,0.21875,8,8,8,8,3,2,1,1,0.375,0.25,0.125,0.125,0.75,0.5,0.375,0.5,3,5,0,0,4,4,0,0,1,7,0,0,2,6,0,0,17,15,2,4,5,4,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0.6,0.2,0.2,0,0,0.5,0,0.5,0,0,FALSE,10,22,0,0,0.3,0.4,0.1,0.2,0.227272727,0.181818182,0.318181818,0.272727273,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.375,0.625,0,0,0.5,0.5,0,0,0.125,0.875,0,0,0.25,0.75,0,0
Old,6,Dante,29,PN,ProperName,32,14,18,0.4375,8,8,8,8,5,3,2,4,0.625,0.375,0.25,0.5,0.875,1,0.75,0.75,5,3,0,0,4,4,0,0,2,6,0,0,4,4,0,0,27,5,1,0,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0.5,0,0,0,0.5,FALSE,15,17,0,0,0.333333333,0.266666667,0.133333333,0.266666667,0.176470588,0.235294118,0.352941176,0.235294118,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.625,0.375,0,0,0.5,0.5,0,0,0.25,0.75,0,0,0.5,0.5,0,0
Old,6,Darfur,30,PN,ProperName,32,5,27,0.15625,8,8,8,8,1,4,0,0,0.125,0.5,0,0,0.875,0.5,0.25,0.625,3,5,0,0,5,3,0,0,0,6,1,1,2,4,1,1,18,14,1,4,6,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,10,18,2,2,0.3,0.5,0,0.2,0.277777778,0.166666667,0.333333333,0.222222222,0,0,0.5,0.5,0,0,0.5,0.5,0.375,0.625,0,0,0.625,0.375,0,0,0,0.75,0.125,0.125,0.25,0.5,0.125,0.125
Old,6,Dean,31,PN,ProperName,32,18,14,0.5625,8,8,8,8,4,4,5,5,0.5,0.5,0.625,0.625,1,0.625,0.875,1,5,2,0,1,5,2,0,1,6,2,0,0,5,2,0,1,28,4,0,3,1,0,NA,NA,NA,NA,NA,0.666666667,0.333333333,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,FALSE,21,8,0,3,0.238095238,0.238095238,0.285714286,0.238095238,0.25,0.25,0.25,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.333333333,0.333333333,0,0.333333333,0.625,0.25,0,0.125,0.625,0.25,0,0.125,0.75,0.25,0,0,0.625,0.25,0,0.125
Old,6,default,32,V,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.75,0.375,0.75,0.75,2,4,1,1,3,4,0,1,1,6,0,1,2,4,2,0,21,11,2,5,2,2,0.5,0,0.5,0,0,0.8,0,0,0,0.2,0.5,0,0.5,0,0,1,0,0,0,0,FALSE,8,18,3,3,0.25,0.375,0.125,0.25,0.222222222,0.222222222,0.333333333,0.222222222,0.333333333,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,0.25,0.5,0.125,0.125,0.375,0.5,0,0.125,0.125,0.75,0,0.125,0.25,0.5,0.25,0
Old,6,deference,33,N,Word,32,1,31,0.03125,8,8,8,8,0,1,0,0,0,0.125,0,0,0.375,0.625,0.625,0.375,5,2,1,0,2,4,1,1,3,4,1,0,0,5,1,2,16,16,5,3,3,5,1,0,0,0,0,0.666666667,0,0.333333333,0,0,0.333333333,0.333333333,0.333333333,0,0,0.4,0.2,0.2,0,0.2,FALSE,10,15,4,3,0.5,0.2,0.3,0,0.133333333,0.266666667,0.266666667,0.333333333,0.25,0.25,0.25,0.25,0,0.333333333,0,0.666666667,0.625,0.25,0.125,0,0.25,0.5,0.125,0.125,0.375,0.5,0.125,0,0,0.625,0.125,0.25
Old,6,denigrate,34,V,Word,32,1,31,0.03125,8,8,8,8,0,1,0,0,0,0.125,0,0,0.75,0.5,0.25,0.375,3,3,1,1,4,4,0,0,2,5,1,0,3,5,0,0,15,17,2,4,6,5,1,0,0,0,0,1,0,0,0,0,0.833333333,0,0.166666667,0,0,0.6,0,0.2,0,0.2,FALSE,12,17,2,1,0.25,0.333333333,0.166666667,0.25,0.176470588,0.235294118,0.294117647,0.294117647,0.5,0,0.5,0,1,0,0,0,0.375,0.375,0.125,0.125,0.5,0.5,0,0,0.25,0.625,0.125,0,0.375,0.625,0,0
Old,6,deplete,35,V,Word,32,4,28,0.125,8,8,8,8,1,2,0,1,0.125,0.25,0,0.125,0.875,0.75,0.75,0.625,5,2,1,0,2,6,0,0,2,6,0,0,4,4,0,0,24,8,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,0.333333333,0,0.666666667,0,0,FALSE,13,18,1,0,0.384615385,0.153846154,0.153846154,0.307692308,0.111111111,0.333333333,0.333333333,0.222222222,1,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.625,0.25,0.125,0,0.25,0.75,0,0,0.25,0.75,0,0,0.5,0.5,0,0
Old,6,diverge,36,V,Word,32,1,31,0.03125,8,8,8,8,0,1,0,0,0,0.125,0,0,0.875,0.75,0.625,0.625,3,3,1,1,3,4,0,1,4,4,0,0,2,5,1,0,23,9,1,2,3,3,0,0,1,0,0,1,0,0,0,0,0.333333333,0,0.666666667,0,0,0.666666667,0,0,0,0.333333333,FALSE,12,16,2,2,0.25,0.25,0.333333333,0.166666667,0.1875,0.25,0.25,0.3125,0.5,0,0,0.5,0.5,0.5,0,0,0.375,0.375,0.125,0.125,0.375,0.5,0,0.125,0.5,0.5,0,0,0.25,0.625,0.125,0
Old,6,eccentric,37,Adj,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.5,0.625,0.625,0.625,3,5,0,0,1,6,0,1,1,6,0,1,2,5,0,1,19,13,4,3,3,3,0.25,0,0.5,0,0.25,0,0,0.666666667,0,0.333333333,0,0,1,0,0,0,0,1,0,0,FALSE,7,22,0,3,0.428571429,0.142857143,0.142857143,0.285714286,0.227272727,0.272727273,0.272727273,0.227272727,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.333333333,0.333333333,0.333333333,0.375,0.625,0,0,0.125,0.75,0,0.125,0.125,0.75,0,0.125,0.25,0.625,0,0.125
Old,6,elucidate,38,V,Word,32,1,31,0.03125,8,8,8,8,0,1,0,0,0,0.125,0,0,0.25,0.25,0,0.125,6,2,0,0,3,3,1,1,2,6,0,0,4,3,0,1,5,27,6,6,8,7,0.666666667,0,0.333333333,0,0,0.666666667,0.166666667,0.166666667,0,0,0.625,0,0.375,0,0,0.857142857,0,0,0,0.142857143,FALSE,15,14,1,2,0.4,0.2,0.133333333,0.266666667,0.142857143,0.214285714,0.428571429,0.214285714,0,1,0,0,0,0.5,0,0.5,0.75,0.25,0,0,0.375,0.375,0.125,0.125,0.25,0.75,0,0,0.5,0.375,0,0.125
Old,6,embryology,39,N,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.375,0.625,1,0.75,3,4,0,1,4,4,0,0,2,6,0,0,2,3,2,1,22,10,5,3,0,2,0.8,0,0.2,0,0,0.333333333,0,0,0,0.666666667,NA,NA,NA,NA,NA,1,0,0,0,0,FALSE,11,17,2,2,0.272727273,0.363636364,0.181818182,0.181818182,0.235294118,0.235294118,0.352941176,0.176470588,0,0,0,1,0.5,0,0,0.5,0.375,0.5,0,0.125,0.5,0.5,0,0,0.25,0.75,0,0,0.25,0.375,0.25,0.125
Old,6,epithet,40,N,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.25,0.5,0,0.5,3,4,1,0,1,6,0,1,1,6,1,0,2,4,1,1,10,22,6,4,8,4,0.666666667,0,0,0,0.333333333,0.5,0.25,0,0,0.25,0.5,0,0.5,0,0,0.25,0,0.25,0.25,0.25,FALSE,7,20,3,2,0.428571429,0.142857143,0.142857143,0.285714286,0.2,0.3,0.3,0.2,0.333333333,0,0.333333333,0.333333333,0,0.5,0,0.5,0.375,0.5,0.125,0,0.125,0.75,0,0.125,0.125,0.75,0.125,0,0.25,0.5,0.125,0.125
Old,6,facetious,41,Adj,Word,32,1,31,0.03125,8,8,8,8,0,1,0,0,0,0.125,0,0,0.625,0.25,0.125,0.25,4,4,0,0,3,5,0,0,1,6,0,1,1,6,0,1,10,22,3,6,7,6,1,0,0,0,0,0.5,0.166666667,0.166666667,0,0.166666667,0.285714286,0,0.714285714,0,0,0.5,0,0.333333333,0,0.166666667,FALSE,9,21,0,2,0.444444444,0.333333333,0.111111111,0.111111111,0.19047619,0.238095238,0.285714286,0.285714286,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,0.5,0.5,0.5,0,0,0.375,0.625,0,0,0.125,0.75,0,0.125,0.125,0.75,0,0.125
Old,6,fervent,42,Adj,Word,32,3,29,0.09375,8,8,8,8,1,1,1,0,0.125,0.125,0.125,0,0.875,0.75,0.625,0.375,3,5,0,0,4,2,1,1,2,5,1,0,3,3,1,1,21,11,1,2,3,5,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0.8,0,0.2,0,0,FALSE,12,15,3,2,0.25,0.333333333,0.166666667,0.25,0.333333333,0.133333333,0.333333333,0.2,0,0.333333333,0.333333333,0.333333333,0,0.5,0,0.5,0.375,0.625,0,0,0.5,0.25,0.125,0.125,0.25,0.625,0.125,0,0.375,0.375,0.125,0.125
Old,6,foliage,43,N,Word,32,1,31,0.03125,8,8,8,8,0,0,0,1,0,0,0,0.125,0.75,0.875,0.625,0.75,5,2,0,1,5,1,1,1,3,5,0,0,3,4,0,1,24,8,2,1,3,2,1,0,0,0,0,1,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,1,0,0,FALSE,16,12,1,3,0.3125,0.3125,0.1875,0.1875,0.166666667,0.083333333,0.416666667,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0.625,0.25,0,0.125,0.625,0.125,0.125,0.125,0.375,0.625,0,0,0.375,0.5,0,0.125
Old,6,fortuitous,44,Adj,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.5,0.75,0.375,0.5,6,2,0,0,4,4,0,0,1,6,0,1,2,3,1,2,17,15,4,2,5,4,0.25,0,0.5,0,0.25,0,0.5,0.5,0,0,0.4,0.6,0,0,0,0.25,0,0.75,0,0,FALSE,13,15,1,3,0.461538462,0.307692308,0.076923077,0.153846154,0.133333333,0.266666667,0.4,0.2,0,0,0,1,0,0,0.333333333,0.666666667,0.75,0.25,0,0,0.5,0.5,0,0,0.125,0.75,0,0.125,0.25,0.375,0.125,0.25
Old,6,Garland,45,PN,ProperName,32,19,13,0.59375,8,8,8,8,4,7,5,3,0.5,0.875,0.625,0.375,1,1,1,0.875,4,2,0,2,7,1,0,0,6,0,1,1,3,1,1,3,31,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,FALSE,20,4,2,6,0.2,0.35,0.3,0.15,0.5,0.25,0,0.25,0,0,0.5,0.5,0.333333333,0,0.166666667,0.5,0.5,0.25,0,0.25,0.875,0.125,0,0,0.75,0,0.125,0.125,0.375,0.125,0.125,0.375
Old,6,Gershwin,46,PN,ProperName,32,7,25,0.21875,8,8,8,8,1,3,1,2,0.125,0.375,0.125,0.25,0.75,1,0.75,0.625,3,3,1,1,3,4,0,1,2,5,0,1,6,2,0,0,25,7,2,0,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0.666666667,0,0.333333333,0,0,FALSE,14,14,1,3,0.214285714,0.214285714,0.142857143,0.428571429,0.214285714,0.285714286,0.357142857,0.142857143,1,0,0,0,0.333333333,0.333333333,0.333333333,0,0.375,0.375,0.125,0.125,0.375,0.5,0,0.125,0.25,0.625,0,0.125,0.75,0.25,0,0
Old,6,gosling,47,N,Word,32,15,17,0.46875,8,8,8,8,3,5,3,4,0.375,0.625,0.375,0.5,1,1,0.75,0.875,4,4,0,0,5,2,1,0,4,4,0,0,6,2,0,0,29,3,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,FALSE,19,12,1,0,0.210526316,0.263157895,0.210526316,0.315789474,0.333333333,0.166666667,0.333333333,0.166666667,0,1,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.5,0.5,0,0,0.625,0.25,0.125,0,0.5,0.5,0,0,0.75,0.25,0,0
Old,6,Hale,48,PN,ProperName,32,4,28,0.125,8,8,8,8,1,2,0,1,0.125,0.25,0,0.125,0.875,0.625,0.875,0.75,3,4,0,1,5,1,0,2,2,4,0,2,4,2,1,1,25,7,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0,0.5,0,0,FALSE,14,11,1,6,0.214285714,0.357142857,0.142857143,0.285714286,0.363636364,0.090909091,0.363636364,0.181818182,0,0,0,1,0.166666667,0.333333333,0.333333333,0.166666667,0.375,0.5,0,0.125,0.625,0.125,0,0.25,0.25,0.5,0,0.25,0.5,0.25,0.125,0.125
Old,6,Hancock,49,PN,ProperName,32,11,21,0.34375,8,8,8,8,2,5,0,4,0.25,0.625,0,0.5,0.875,0.625,0.25,0.375,4,3,0,1,8,0,0,0,3,5,0,0,6,2,0,0,17,15,1,3,6,5,0,0,1,0,0,1,0,0,0,0,0.833333333,0,0.166666667,0,0,0.8,0,0.2,0,0,FALSE,21,10,0,1,0.19047619,0.380952381,0.142857143,0.285714286,0.3,0,0.5,0.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,0,0,0,0.5,0.375,0,0.125,1,0,0,0,0.375,0.625,0,0,0.75,0.25,0,0
Old,6,Helsinki,50,PN,ProperName,32,7,25,0.21875,8,8,8,8,2,2,1,2,0.25,0.25,0.125,0.25,1,1,0.75,0.75,2,6,0,0,2,5,0,1,2,6,0,0,2,5,0,1,28,4,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,1,0,0,0,0,FALSE,8,22,0,2,0.25,0.25,0.25,0.25,0.272727273,0.227272727,0.272727273,0.227272727,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,0,0.5,0.25,0.75,0,0,0.25,0.625,0,0.125,0.25,0.75,0,0,0.25,0.625,0,0.125
Old,6,hemorrhage,51,N,Word,32,2,30,0.0625,8,8,8,8,0,1,1,0,0,0.125,0.125,0,1,0.875,1,1,2,5,0,1,5,1,1,1,5,2,0,1,5,3,0,0,31,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17,11,1,3,0.117647059,0.294117647,0.294117647,0.294117647,0.454545455,0.090909091,0.181818182,0.272727273,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0.25,0.625,0,0.125,0.625,0.125,0.125,0.125,0.625,0.25,0,0.125,0.625,0.375,0,0
Old,6,herbaceous,52,Adj,Word,32,2,30,0.0625,8,8,8,8,1,0,1,0,0.125,0,0.125,0,0.75,0.625,0.75,0.75,5,3,0,0,4,4,0,0,4,4,0,0,3,5,0,0,23,9,2,3,2,2,0,0,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0.5,0,0.5,0,0,0,0,1,0,0,FALSE,16,16,0,0,0.3125,0.25,0.25,0.1875,0.1875,0.25,0.25,0.3125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.625,0.375,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0.375,0.625,0,0
Old,6,hoist,53,V,Word,32,11,21,0.34375,8,8,8,8,4,3,3,1,0.5,0.375,0.375,0.125,0.875,0.875,1,1,4,4,0,0,3,2,0,3,6,2,0,0,3,5,0,0,30,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,16,13,0,3,0.25,0.1875,0.375,0.1875,0.307692308,0.153846154,0.153846154,0.384615385,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1,0,0,0.5,0.5,0,0,0.375,0.25,0,0.375,0.75,0.25,0,0,0.375,0.625,0,0
Old,6,idiosyncrasy,54,N,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.125,0.375,0.125,0.125,4,4,0,0,0,6,1,1,1,7,0,0,1,6,1,0,6,26,7,5,7,7,0.714285714,0,0.285714286,0,0,0.4,0,0.4,0,0.2,0.714285714,0,0.285714286,0,0,0.285714286,0.285714286,0.428571429,0,0,FALSE,6,23,2,1,0.666666667,0,0.166666667,0.166666667,0.173913043,0.260869565,0.304347826,0.260869565,0,0.5,0,0.5,0,1,0,0,0.5,0.5,0,0,0,0.75,0.125,0.125,0.125,0.875,0,0,0.125,0.75,0.125,0
Old,6,injudicious,55,Adj,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.375,0.375,0.5,0.25,3,5,0,0,2,3,2,1,3,5,0,0,1,7,0,0,12,20,5,5,4,6,0.8,0,0,0,0.2,0.6,0,0.2,0,0.2,1,0,0,0,0,0.833333333,0,0.166666667,0,0,FALSE,9,20,2,1,0.333333333,0.222222222,0.333333333,0.111111111,0.25,0.15,0.25,0.35,0,1,0,0,0,1,0,0,0.375,0.625,0,0,0.25,0.375,0.25,0.125,0.375,0.625,0,0,0.125,0.875,0,0
Old,6,instigate,56,V,Word,32,3,29,0.09375,8,8,8,8,0,3,0,0,0,0.375,0,0,0.25,0.625,0.375,0.625,3,4,0,1,5,1,1,1,1,5,1,1,3,5,0,0,15,17,6,3,5,3,0.833333333,0,0,0,0.166666667,1,0,0,0,0,0.8,0.2,0,0,0,0.666666667,0.333333333,0,0,0,FALSE,12,15,2,3,0.25,0.416666667,0.083333333,0.25,0.266666667,0.066666667,0.333333333,0.333333333,0,0.5,0.5,0,0.333333333,0.333333333,0.333333333,0,0.375,0.5,0,0.125,0.625,0.125,0.125,0.125,0.125,0.625,0.125,0.125,0.375,0.625,0,0
Old,6,interject,57,V,Word,32,2,30,0.0625,8,8,8,8,0,1,1,0,0,0.125,0.125,0,1,0.875,1,0.625,1,4,1,2,4,3,1,0,6,2,0,0,1,7,0,0,28,4,0,1,0,3,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,0,0.333333333,0,0,0.666666667,FALSE,12,16,2,2,0.083333333,0.333333333,0.5,0.083333333,0.25,0.1875,0.125,0.4375,0.5,0.5,0,0,1,0,0,0,0.125,0.5,0.125,0.25,0.5,0.375,0.125,0,0.75,0.25,0,0,0.125,0.875,0,0
Old,6,libel,58,N,Word,32,5,27,0.15625,8,8,8,8,1,2,2,0,0.125,0.25,0.25,0,0.625,0.625,0.875,0.5,5,1,1,1,6,1,1,0,5,2,1,0,2,5,0,1,21,11,3,3,1,4,0.666666667,0,0,0,0.333333333,1,0,0,0,0,1,0,0,0,0,0.75,0,0.25,0,0,FALSE,18,9,3,2,0.277777778,0.333333333,0.277777778,0.111111111,0.111111111,0.111111111,0.222222222,0.555555556,0.333333333,0.333333333,0.333333333,0,0.5,0,0,0.5,0.625,0.125,0.125,0.125,0.75,0.125,0.125,0,0.625,0.25,0.125,0,0.25,0.625,0,0.125
Old,6,Lindbergh,59,PN,ProperName,32,21,11,0.65625,8,8,8,8,6,7,4,4,0.75,0.875,0.5,0.5,1,1,0.875,0.875,6,1,1,0,6,1,1,0,6,2,0,0,5,2,0,1,30,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,FALSE,23,6,2,1,0.260869565,0.260869565,0.260869565,0.217391304,0.166666667,0.166666667,0.333333333,0.333333333,0.5,0.5,0,0,0,0,0,1,0.75,0.125,0.125,0,0.75,0.125,0.125,0,0.75,0.25,0,0,0.625,0.25,0,0.125
Old,6,loquacious,60,Adj,Word,32,2,30,0.0625,8,8,8,8,0,0,2,0,0,0,0.25,0,0.625,0.375,0.5,0.25,5,2,0,1,6,2,0,0,5,3,0,0,0,7,1,0,14,18,3,5,4,6,0.333333333,0,0.666666667,0,0,1,0,0,0,0,1,0,0,0,0,0.833333333,0,0.166666667,0,0,FALSE,16,14,1,1,0.3125,0.375,0.3125,0,0.142857143,0.142857143,0.214285714,0.5,0,0,0,1,1,0,0,0,0.625,0.25,0,0.125,0.75,0.25,0,0,0.625,0.375,0,0,0,0.875,0.125,0
Old,6,Mandela,61,PN,ProperName,32,17,15,0.53125,8,8,8,8,6,6,4,1,0.75,0.75,0.5,0.125,1,1,1,1,6,1,0,1,7,1,0,0,4,2,0,2,2,1,1,4,32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,19,5,1,7,0.315789474,0.368421053,0.210526316,0.105263158,0.2,0.2,0.4,0.2,0,0,0,1,0.142857143,0,0.285714286,0.571428571,0.75,0.125,0,0.125,0.875,0.125,0,0,0.5,0.25,0,0.25,0.25,0.125,0.125,0.5
Old,6,meager,62,Adj,Word,32,0,32,0,8,8,8,8,0,0,0,0,0,0,0,0,0.25,0.625,0.75,0.625,2,6,0,0,0,8,0,0,3,5,0,0,1,7,0,0,18,14,6,3,2,3,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0.5,0,0,0,0.666666667,0.333333333,0,0,FALSE,6,26,0,0,0.333333333,0,0.5,0.166666667,0.230769231,0.307692308,0.192307692,0.269230769,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.25,0.75,0,0,0,1,0,0,0.375,0.625,0,0,0.125,0.875,0,0
Old,6,Miller,63,PN,ProperName,32,8,24,0.25,8,8,8,8,3,3,2,0,0.375,0.375,0.25,0,0.625,0.5,0.625,0.375,3,5,0,0,3,5,0,0,2,6,0,0,0,7,0,1,17,15,3,4,3,5,0,0,1,0,0,0,0.25,0.75,0,0,0,0,0.666666667,0,0.333333333,0.4,0,0.6,0,0,FALSE,8,23,0,1,0.375,0.375,0.25,0,0.217391304,0.217391304,0.260869565,0.304347826,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1,0.375,0.625,0,0,0.375,0.625,0,0,0.25,0.75,0,0,0,0.875,0,0.125
Old,6,mince,64,V,Word,32,4,28,0.125,8,8,8,8,1,1,2,0,0.125,0.125,0.25,0,1,0.875,0.75,1,6,1,0,1,6,1,0,1,4,2,2,0,6,2,0,0,29,3,0,1,2,0,NA,NA,NA,NA,NA,0,0,1,0,0,0.5,0,0.5,0,0,NA,NA,NA,NA,NA,FALSE,22,6,2,2,0.272727273,0.272727273,0.181818182,0.272727273,0.166666667,0.166666667,0.333333333,0.333333333,0,0,1,0,0.5,0.5,0,0,0.75,0.125,0,0.125,0.75,0.125,0,0.125,0.5,0.25,0.25,0,0.75,0.25,0,0
Old,6,monotony,65,N,Word,32,2,30,0.0625,8,8,8,8,0,1,1,0,0,0.125,0.125,0,0.875,0.875,0.75,0.875,2,3,1,2,4,4,0,0,6,2,0,0,1,6,1,0,27,5,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE,13,15,2,2,0.153846154,0.307692308,0.461538462,0.076923077,0.2,0.266666667,0.133333333,0.4,0.5,0,0,0.5,1,0,0,0,0.25,0.375,0.125,0.25,0.5,0.5,0,0,0.75,0.25,0,0,0.125,0.75,0.125,0
Old,6,Nairobi,66,PN,ProperName,32,4,28,0.125,8,8,8,8,3,1,0,0,0.375,0.125,0,0,1,0.5,0.875,0.875,3,5,0,0,2,6,0,0,1,7,0,0,0,8,0,0,26,6,0,4,1,1,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,6,26,0,0,0.5,0.333333333,0.166666667,0,0.192307692,0.230769231,0.269230769,0.307692308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.375,0.625,0,0,0.25,0.75,0,0,0.125,0.875,0,0,0,1,0,0
