,value.AgeGroup,value.Subject,value.StudyNo,value.PrimeInstruction,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correct_r,value.correct_p,value.correct_b,value.correct_u,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,value.prop_r_r,value.prop_r_p,value.prop_r_b,value.prop_r_u,value.prop_r_x,value.prop_p_r,value.prop_p_p,value.prop_p_b,value.prop_p_u,value.prop_p_x,value.prop_b_r,value.prop_b_p,value.prop_b_b,value.prop_b_u,value.prop_b_x,value.prop_u_r,value.prop_u_p,value.prop_u_b,value.prop_u_u,value.prop_u_x,value.know,value.dontknow,value.other,value.TOT,visible,condTOTprop,num_r_TOT,num_p_TOT,num_b_TOT,num_u_TOT,condpropTOT_r,condpropTOT_p,condpropTOT_b,condpropTOT_u,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
106,Old,101,4,NoInstruction,100,31,69,0.31,25,25,25,25,7,12,6,6,0.28,0.48,0.24,0.24,0.84,0.88,0.72,0.56,18,3,0,4,16,4,0,5,17,5,0,3,12,6,2,5,21,22,18,14,4,3,7,11,3,0,1,0,0,1,1,0,0,1,3,0,3,0,1,5,0,5,0,1,0.75,0,0.25,0,0,0.333333333,0.333333333,0,0,0.333333333,0.428571429,0,0.428571429,0,0.142857143,0.454545455,0,0.454545455,0,0.090909091,63,18,2,17,FALSE,0.459459459,4,5,3,5,0.571428571,0.555555556,0.375,0.384615385,0.285714286,0.253968254,0.26984127,0.19047619,0.166666667,0.222222222,0.277777778,0.333333333,0,0,0,1,0.235294118,0.294117647,0.176470588,0.294117647,0.72,0.12,0,0.16,0.64,0.16,0,0.2,0.68,0.2,0,0.12,0.48,0.24,0.08,0.2
115,Old,102,4,NoInstruction,100,33,67,0.33,25,25,25,25,10,15,4,4,0.4,0.6,0.16,0.16,0.68,0.8,0.76,0.88,14,7,3,1,18,5,1,1,5,12,5,3,7,12,2,4,17,20,19,22,8,5,6,3,5,0,3,0,0,1,0,4,0,0,1,0,4,0,1,2,0,0,0,1,0.625,0,0.375,0,0,0.2,0,0.8,0,0,0.166666667,0,0.666666667,0,0.166666667,0.666666667,0,0,0,0.333333333,44,36,11,9,FALSE,0.160714286,1,1,3,4,0.090909091,0.142857143,0.15,0.222222222,0.318181818,0.409090909,0.113636364,0.159090909,0.194444444,0.138888889,0.333333333,0.333333333,0.272727273,0.090909091,0.454545455,0.181818182,0.111111111,0.111111111,0.333333333,0.444444444,0.56,0.28,0.12,0.04,0.72,0.2,0.04,0.04,0.2,0.48,0.2,0.12,0.28,0.48,0.08,0.16
124,Old,103,4,NoInstruction,100,38,62,0.38,25,25,25,25,8,9,13,8,0.32,0.36,0.52,0.32,0.8,0.72,0.76,0.8,15,7,1,2,16,7,2,0,17,6,2,0,15,5,3,2,20,18,19,20,5,7,6,5,2,0,2,0,1,6,0,1,0,0,3,0,2,0,1,3,0,0,0,2,0.4,0,0.4,0,0.2,0.857142857,0,0.142857143,0,0,0.5,0,0.333333333,0,0.166666667,0.6,0,0,0,0.4,63,25,8,4,FALSE,0.108108108,2,0,0,2,0.2,0,0,0.2,0.238095238,0.253968254,0.26984127,0.238095238,0.28,0.28,0.24,0.2,0.125,0.25,0.25,0.375,0.5,0,0,0.5,0.6,0.28,0.04,0.08,0.64,0.28,0.08,0,0.68,0.24,0.08,0,0.6,0.2,0.12,0.08
133,Old,104,4,NoInstruction,100,28,72,0.28,25,25,25,25,6,7,6,9,0.24,0.28,0.24,0.36,0.64,0.76,0.6,0.84,14,9,0,2,13,8,0,4,12,10,1,2,12,8,0,5,16,19,15,21,9,6,10,4,8,0,1,0,0,4,1,0,0,1,4,0,4,0,2,2,0,1,0,1,0.888888889,0,0.111111111,0,0,0.666666667,0.166666667,0,0,0.166666667,0.4,0,0.4,0,0.2,0.5,0,0.25,0,0.25,51,35,1,13,FALSE,0.265306122,2,4,2,5,0.181818182,0.333333333,0.153846154,0.384615385,0.274509804,0.254901961,0.235294118,0.235294118,0.257142857,0.228571429,0.285714286,0.228571429,0,0,1,0,0.153846154,0.307692308,0.153846154,0.384615385,0.56,0.36,0,0.08,0.52,0.32,0,0.16,0.48,0.4,0.04,0.08,0.48,0.32,0,0.2
107,Old,105,4,NoInstruction,100,59,41,0.59,25,25,25,25,13,19,12,15,0.52,0.76,0.48,0.6,0.8,0.92,0.84,0.92,7,2,15,1,19,2,3,1,14,5,5,1,14,3,5,3,20,23,21,23,5,2,4,2,4,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,2,0,0,0.8,0,0.2,0,0,0.5,0,0.5,0,0,0,0.25,0.5,0,0.25,0,0,1,0,0,54,12,28,6,FALSE,0.130434783,1,1,1,3,0.055555556,0.166666667,0.090909091,0.272727273,0.12962963,0.351851852,0.259259259,0.259259259,0.166666667,0.166666667,0.416666667,0.25,0.535714286,0.107142857,0.178571429,0.178571429,0.166666667,0.166666667,0.166666667,0.5,0.28,0.08,0.6,0.04,0.76,0.08,0.12,0.04,0.56,0.2,0.2,0.04,0.56,0.12,0.2,0.12
116,Old,106,4,NoInstruction,100,38,62,0.38,25,25,25,25,11,13,6,8,0.44,0.52,0.24,0.32,0.84,0.8,0.64,0.8,11,5,0,9,18,2,1,4,11,7,0,7,9,10,1,5,21,20,16,20,4,5,9,5,3,0,1,0,0,2,0,2,0,1,7,0,2,0,0,3,0,2,0,0,0.75,0,0.25,0,0,0.4,0,0.4,0,0.2,0.777777778,0,0.222222222,0,0,0.6,0,0.4,0,0,49,24,2,25,FALSE,0.490196078,9,4,7,5,0.642857143,0.571428571,0.5,0.3125,0.224489796,0.367346939,0.224489796,0.183673469,0.208333333,0.083333333,0.291666667,0.416666667,0,0.5,0,0.5,0.36,0.16,0.28,0.2,0.44,0.2,0,0.36,0.72,0.08,0.04,0.16,0.44,0.28,0,0.28,0.36,0.4,0.04,0.2
125,Old,107,4,NoInstruction,100,29,71,0.29,25,25,25,25,6,8,9,6,0.24,0.32,0.36,0.24,0.8,0.8,0.84,0.68,5,13,6,1,8,13,2,2,9,13,2,1,8,13,2,2,20,20,21,17,5,5,4,8,3,0,2,0,0,2,0,3,0,0,2,0,2,0,0,3,1,3,1,0,0.6,0,0.4,0,0,0.4,0,0.6,0,0,0.5,0,0.5,0,0,0.375,0.125,0.375,0.125,0,30,52,12,6,FALSE,0.085714286,1,2,1,2,0.05,0.117647059,0.0625,0.117647059,0.166666667,0.266666667,0.3,0.266666667,0.25,0.25,0.25,0.25,0.5,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.333333333,0.2,0.52,0.24,0.04,0.32,0.52,0.08,0.08,0.36,0.52,0.08,0.04,0.32,0.52,0.08,0.08
134,Old,108,4,NoInstruction,100,56,44,0.56,25,25,25,25,10,16,18,12,0.4,0.64,0.72,0.48,0.8,0.96,0.96,0.92,13,5,7,0,18,1,6,0,21,2,1,1,12,7,3,3,20,24,24,23,5,1,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0.8,0,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,64,15,17,4,FALSE,0.111111111,0,0,1,3,0,0,0.25,0.230769231,0.203125,0.28125,0.328125,0.1875,0.333333333,0.066666667,0.133333333,0.466666667,0.411764706,0.352941176,0.058823529,0.176470588,0,0,0.25,0.75,0.52,0.2,0.28,0,0.72,0.04,0.24,0,0.84,0.08,0.04,0.04,0.48,0.28,0.12,0.12
108,Old,109,4,NoInstruction,100,22,78,0.22,25,25,25,25,3,7,6,6,0.12,0.28,0.24,0.24,0.56,0.68,0.52,0.64,24,0,0,1,21,4,0,0,25,0,0,0,24,1,0,0,14,17,13,16,11,8,12,9,7,1,2,0,1,4,1,2,0,1,5,0,7,0,0,3,1,3,2,0,0.636363636,0.090909091,0.181818182,0,0.090909091,0.5,0.125,0.25,0,0.125,0.416666667,0,0.583333333,0,0,0.333333333,0.111111111,0.333333333,0.222222222,0,94,5,0,1,FALSE,0.166666667,1,0,0,0,1,0,#DIV/0!,0,0.255319149,0.223404255,0.265957447,0.255319149,0,0.8,0,0.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,0,0,0,0.96,0,0,0.04,0.84,0.16,0,0,1,0,0,0,0.96,0.04,0,0
117,Old,110,4,NoInstruction,100,16,84,0.16,25,25,25,25,4,8,1,3,0.16,0.32,0.04,0.12,0.64,0.76,0.68,0.72,5,20,0,0,10,14,1,0,3,22,0,0,3,22,0,0,16,19,17,18,9,6,8,7,3,0,4,0,2,2,1,3,0,0,3,1,4,0,0,4,0,2,0,1,0.333333333,0,0.444444444,0,0.222222222,0.333333333,0.166666667,0.5,0,0,0.375,0.125,0.5,0,0,0.571428571,0,0.285714286,0,0.142857143,21,78,1,0,FALSE,0,0,0,0,0,0,0,0,0,0.238095238,0.476190476,0.142857143,0.142857143,0.256410256,0.179487179,0.282051282,0.282051282,0,1,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2,0.8,0,0,0.4,0.56,0.04,0,0.12,0.88,0,0,0.12,0.88,0,0
126,Old,111,4,NoInstruction,100,8,92,0.08,25,25,25,25,1,4,2,1,0.04,0.16,0.08,0.04,0.24,0.28,0.4,0.32,17,7,0,1,13,11,0,1,16,7,0,2,8,13,1,3,6,7,10,8,19,18,15,17,16,0,2,1,0,2,10,5,0,1,2,0,12,0,1,4,1,1,11,0,0.842105263,0,0.105263158,0.052631579,0,0.111111111,0.555555556,0.277777778,0,0.055555556,0.133333333,0,0.8,0,0.066666667,0.235294118,0.058823529,0.058823529,0.647058824,0,54,38,1,7,FALSE,0.152173913,1,1,2,3,0.125,0.083333333,0.222222222,0.176470588,0.314814815,0.240740741,0.296296296,0.148148148,0.184210526,0.289473684,0.184210526,0.342105263,0,0,0,1,0.142857143,0.142857143,0.285714286,0.428571429,0.68,0.28,0,0.04,0.52,0.44,0,0.04,0.64,0.28,0,0.08,0.32,0.52,0.04,0.12
135,Old,112,4,NoInstruction,100,33,67,0.33,25,25,25,25,5,11,8,9,0.2,0.44,0.32,0.36,0.72,0.92,0.72,0.88,8,17,0,0,13,12,0,0,10,15,0,0,9,16,0,0,18,23,18,22,7,2,7,3,3,0,3,0,1,1,0,1,0,0,2,0,5,0,0,1,0,2,0,0,0.428571429,0,0.428571429,0,0.142857143,0.5,0,0.5,0,0,0.285714286,0,0.714285714,0,0,0.333333333,0,0.666666667,0,0,40,60,0,0,FALSE,0,0,0,0,0,0,0,0,0,0.2,0.325,0.25,0.225,0.283333333,0.2,0.25,0.266666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.32,0.68,0,0,0.52,0.48,0,0,0.4,0.6,0,0,0.36,0.64,0,0
109,Old,113,4,NoInstruction,100,14,86,0.14,25,25,25,25,2,6,2,4,0.08,0.24,0.08,0.16,0.64,0.64,0.56,0.68,2,19,0,4,6,16,0,3,3,17,0,5,5,16,0,4,16,16,14,17,9,9,11,8,3,0,1,0,5,4,0,1,0,4,2,0,7,0,2,1,0,3,1,3,0.333333333,0,0.111111111,0,0.555555556,0.444444444,0,0.111111111,0,0.444444444,0.181818182,0,0.636363636,0,0.181818182,0.125,0,0.375,0.125,0.375,16,68,0,16,FALSE,0.19047619,4,3,5,4,0.173913043,0.157894737,0.227272727,0.2,0.125,0.375,0.1875,0.3125,0.279411765,0.235294118,0.25,0.235294118,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.25,0.1875,0.3125,0.25,0.08,0.76,0,0.16,0.24,0.64,0,0.12,0.12,0.68,0,0.2,0.2,0.64,0,0.16
118,Old,114,4,NoInstruction,100,9,91,0.09,25,25,25,25,2,5,1,1,0.08,0.2,0.04,0.04,0.36,0.48,0.36,0.48,14,11,0,0,17,7,1,0,16,9,0,0,9,14,1,1,9,12,9,12,16,13,16,13,10,0,4,0,2,6,0,7,0,0,9,0,4,0,3,8,0,3,1,1,0.625,0,0.25,0,0.125,0.461538462,0,0.538461538,0,0,0.5625,0,0.25,0,0.1875,0.615384615,0,0.230769231,0.076923077,0.076923077,56,41,2,1,FALSE,0.022727273,0,0,0,1,0,0,0,0.0625,0.25,0.303571429,0.285714286,0.160714286,0.268292683,0.170731707,0.219512195,0.341463415,0,0.5,0,0.5,0,0,0,1,0.56,0.44,0,0,0.68,0.28,0.04,0,0.64,0.36,0,0,0.36,0.56,0.04,0.04
127,Old,115,4,NoInstruction,100,6,94,0.06,25,25,25,25,1,2,3,0,0.04,0.08,0.12,0,0.36,0.6,0.32,0.4,9,16,0,0,11,12,1,1,8,17,0,0,7,18,0,0,9,15,8,10,16,10,17,15,12,1,3,0,0,5,0,5,0,0,9,0,7,0,1,8,0,5,2,0,0.75,0.0625,0.1875,0,0,0.5,0,0.5,0,0,0.529411765,0,0.411764706,0,0.058823529,0.533333333,0,0.333333333,0.133333333,0,35,63,1,1,FALSE,0.015384615,0,1,0,0,0,0.071428571,0,0,0.257142857,0.314285714,0.228571429,0.2,0.253968254,0.19047619,0.26984127,0.285714286,0,1,0,0,0,1,0,0,0.36,0.64,0,0,0.44,0.48,0.04,0.04,0.32,0.68,0,0,0.28,0.72,0,0
136,Old,116,4,NoInstruction,100,17,83,0.17,25,25,25,25,1,5,7,4,0.04,0.2,0.28,0.16,0.64,0.88,0.68,0.8,4,21,0,0,6,19,0,0,13,12,0,0,5,20,0,0,16,22,17,20,9,3,8,5,7,0,2,0,0,1,0,2,0,0,3,0,5,0,0,4,0,1,0,0,0.777777778,0,0.222222222,0,0,0.333333333,0,0.666666667,0,0,0.375,0,0.625,0,0,0.8,0,0.2,0,0,28,72,0,0,FALSE,0,0,0,0,0,0,0,0,0,0.142857143,0.214285714,0.464285714,0.178571429,0.291666667,0.263888889,0.166666667,0.277777778,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,0.84,0,0,0.24,0.76,0,0,0.52,0.48,0,0,0.2,0.8,0,0
110,Old,117,4,NoInstruction,100,12,88,0.12,25,25,25,25,0,7,3,2,0,0.28,0.12,0.08,0.52,0.52,0.56,0.68,10,14,1,0,8,16,1,0,10,15,0,0,4,20,1,0,13,13,14,17,12,12,11,8,11,0,0,0,1,2,4,5,0,1,4,0,7,0,0,3,0,3,1,1,0.916666667,0,0,0,0.083333333,0.166666667,0.333333333,0.416666667,0,0.083333333,0.363636364,0,0.636363636,0,0,0.375,0,0.375,0.125,0.125,32,65,3,0,FALSE,0,0,0,0,0,0,0,0,0,0.3125,0.25,0.3125,0.125,0.215384615,0.246153846,0.230769231,0.307692308,0.333333333,0.333333333,0,0.333333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4,0.56,0.04,0,0.32,0.64,0.04,0,0.4,0.6,0,0,0.16,0.8,0.04,0
119,Old,118,4,NoInstruction,100,11,89,0.11,25,25,25,25,4,5,1,1,0.16,0.2,0.04,0.04,0.48,0.4,0.4,0.44,13,6,6,0,7,13,5,0,6,12,7,0,7,12,5,1,12,10,10,11,13,15,15,14,5,0,8,0,0,6,2,6,0,1,8,1,6,0,0,5,2,5,2,0,0.384615385,0,0.615384615,0,0,0.4,0.133333333,0.4,0,0.066666667,0.533333333,0.066666667,0.4,0,0,0.357142857,0.142857143,0.357142857,0.142857143,0,33,43,23,1,FALSE,0.014925373,0,0,0,1,0,0,0,0.055555556,0.393939394,0.212121212,0.181818182,0.212121212,0.139534884,0.302325581,0.279069767,0.279069767,0.260869565,0.217391304,0.304347826,0.217391304,0,0,0,1,0.52,0.24,0.24,0,0.28,0.52,0.2,0,0.24,0.48,0.28,0,0.28,0.48,0.2,0.04
128,Old,119,4,NoInstruction,100,26,74,0.26,25,25,25,25,6,10,8,2,0.24,0.4,0.32,0.08,0.44,0.72,0.52,0.72,18,1,3,3,18,6,0,1,16,3,3,3,8,9,0,8,11,18,13,18,14,7,12,7,11,0,0,0,3,2,1,0,0,4,1,0,10,0,1,4,0,1,1,1,0.785714286,0,0,0,0.214285714,0.285714286,0.142857143,0,0,0.571428571,0.083333333,0,0.833333333,0,0.083333333,0.571428571,0,0.142857143,0.142857143,0.142857143,60,19,6,15,FALSE,0.375,3,1,3,8,0.428571429,0.142857143,0.333333333,0.470588235,0.3,0.3,0.266666667,0.133333333,0.052631579,0.315789474,0.157894737,0.473684211,0.5,0,0.5,0,0.2,0.066666667,0.2,0.533333333,0.72,0.04,0.12,0.12,0.72,0.24,0,0.04,0.64,0.12,0.12,0.12,0.32,0.36,0,0.32
137,Old,120,4,NoInstruction,100,13,87,0.13,25,25,25,25,2,2,4,5,0.08,0.08,0.16,0.2,0.56,0.52,0.64,0.64,4,21,0,0,3,22,0,0,6,19,0,0,5,19,0,1,14,13,16,16,11,12,9,9,7,0,2,0,2,6,1,3,0,2,4,1,4,0,0,4,0,3,1,1,0.636363636,0,0.181818182,0,0.181818182,0.5,0.083333333,0.25,0,0.166666667,0.444444444,0.111111111,0.444444444,0,0,0.444444444,0,0.333333333,0.111111111,0.111111111,18,81,0,1,FALSE,0.012195122,0,0,0,1,0,0,0,0.05,0.222222222,0.166666667,0.333333333,0.277777778,0.259259259,0.271604938,0.234567901,0.234567901,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1,0.16,0.84,0,0,0.12,0.88,0,0,0.24,0.76,0,0,0.2,0.76,0,0.04
111,Old,121,4,NoInstruction,100,8,92,0.08,25,25,25,25,0,4,2,2,0,0.16,0.08,0.08,0.4,0.6,0.48,0.52,7,18,0,0,4,21,0,0,3,22,0,0,5,19,1,0,10,15,12,13,15,10,13,12,12,1,2,0,0,5,1,4,0,0,6,1,6,0,0,2,0,5,3,2,0.8,0.066666667,0.133333333,0,0,0.5,0.1,0.4,0,0,0.461538462,0.076923077,0.461538462,0,0,0.166666667,0,0.416666667,0.25,0.166666667,19,80,1,0,FALSE,0,0,0,0,0,0,0,0,0,0.368421053,0.210526316,0.157894737,0.263157895,0.225,0.2625,0.275,0.2375,0,0,0,1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,0.72,0,0,0.16,0.84,0,0,0.12,0.88,0,0,0.2,0.76,0.04,0
120,Old,122,4,NoInstruction,100,37,63,0.37,25,25,25,25,8,14,10,5,0.32,0.56,0.4,0.2,0.8,0.84,0.8,0.8,8,6,2,9,18,2,2,3,14,8,0,3,6,13,2,4,20,21,20,20,5,4,5,5,3,0,2,0,0,0,0,4,0,0,4,0,0,0,1,3,0,1,0,1,0.6,0,0.4,0,0,0,0,1,0,0,0.8,0,0,0,0.2,0.6,0,0.2,0,0.2,46,29,6,19,FALSE,0.351851852,9,3,3,4,0.529411765,0.428571429,0.272727273,0.210526316,0.173913043,0.391304348,0.304347826,0.130434783,0.206896552,0.068965517,0.275862069,0.448275862,0.333333333,0.333333333,0,0.333333333,0.473684211,0.157894737,0.157894737,0.210526316,0.32,0.24,0.08,0.36,0.72,0.08,0.08,0.12,0.56,0.32,0,0.12,0.24,0.52,0.08,0.16
129,Old,123,4,NoInstruction,100,35,65,0.35,25,25,25,25,11,8,13,3,0.44,0.32,0.52,0.12,0.88,0.64,0.88,0.68,15,3,4,3,12,8,5,0,14,9,1,1,9,9,3,4,22,16,22,17,3,9,3,8,0,0,2,0,1,4,0,1,0,4,1,0,0,0,2,0,0,1,1,6,0,0,0.666666667,0,0.333333333,0.444444444,0,0.111111111,0,0.444444444,0.333333333,0,0,0,0.666666667,0,0,0.125,0.125,0.75,50,29,13,8,FALSE,0.16,3,0,1,4,0.3,0,0.090909091,0.25,0.3,0.24,0.28,0.18,0.103448276,0.275862069,0.310344828,0.310344828,0.307692308,0.384615385,0.076923077,0.230769231,0.375,0,0.125,0.5,0.6,0.12,0.16,0.12,0.48,0.32,0.2,0,0.56,0.36,0.04,0.04,0.36,0.36,0.12,0.16
138,Old,124,4,NoInstruction,100,15,85,0.15,25,25,25,25,3,6,2,4,0.12,0.24,0.08,0.16,0.88,0.96,0.88,0.8,4,8,6,7,5,11,6,3,2,14,3,6,3,11,5,6,22,24,22,20,3,1,3,5,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0.333333333,0,0,0,0.666666667,1,0,0,0,0,0,0,1,0,0,0.6,0,0.4,0,0,14,44,20,22,FALSE,0.255813953,7,3,6,6,0.333333333,0.15,0.260869565,0.272727273,0.285714286,0.357142857,0.142857143,0.214285714,0.181818182,0.25,0.318181818,0.25,0.3,0.3,0.15,0.25,0.318181818,0.136363636,0.272727273,0.272727273,0.16,0.32,0.24,0.28,0.2,0.44,0.24,0.12,0.08,0.56,0.12,0.24,0.12,0.44,0.2,0.24
112,Old,125,4,NoInstruction,100,21,79,0.21,25,25,25,25,1,8,5,7,0.04,0.32,0.2,0.28,0.6,0.84,0.6,0.64,4,16,1,4,7,13,0,5,5,11,4,5,6,10,3,6,15,21,15,16,10,4,10,9,9,0,1,0,0,2,1,1,0,0,5,1,4,0,0,4,0,5,0,0,0.9,0,0.1,0,0,0.5,0.25,0.25,0,0,0.5,0.1,0.4,0,0,0.444444444,0,0.555555556,0,0,22,50,8,20,FALSE,0.256410256,4,5,5,6,0.19047619,0.277777778,0.25,0.315789474,0.181818182,0.318181818,0.227272727,0.272727273,0.32,0.26,0.22,0.2,0.125,0,0.5,0.375,0.2,0.25,0.25,0.3,0.16,0.64,0.04,0.16,0.28,0.52,0,0.2,0.2,0.44,0.16,0.2,0.24,0.4,0.12,0.24
121,Old,126,4,NoInstruction,100,22,78,0.22,25,25,25,25,3,9,5,5,0.12,0.36,0.2,0.2,0.36,0.68,0.48,0.76,14,5,0,6,15,4,0,6,12,4,0,9,11,3,0,11,9,17,12,19,16,8,13,6,14,0,2,0,0,3,1,4,0,0,4,0,9,0,0,3,0,2,1,0,0.875,0,0.125,0,0,0.375,0.125,0.5,0,0,0.307692308,0,0.692307692,0,0,0.5,0,0.333333333,0.166666667,0,52,16,0,32,FALSE,0.666666667,6,6,9,11,0.545454545,0.6,0.692307692,0.785714286,0.269230769,0.288461538,0.230769231,0.211538462,0.3125,0.25,0.25,0.1875,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1875,0.1875,0.28125,0.34375,0.56,0.2,0,0.24,0.6,0.16,0,0.24,0.48,0.16,0,0.36,0.44,0.12,0,0.44
130,Old,127,4,NoInstruction,100,21,79,0.21,25,25,25,25,8,5,6,2,0.32,0.2,0.24,0.08,0.52,0.52,0.6,0.52,16,6,0,3,8,15,2,0,12,10,0,3,6,13,1,5,13,13,15,13,12,12,10,12,9,0,3,0,0,2,2,4,0,4,4,0,5,0,1,5,0,4,0,3,0.75,0,0.25,0,0,0.166666667,0.166666667,0.333333333,0,0.333333333,0.4,0,0.5,0,0.1,0.416666667,0,0.333333333,0,0.25,42,44,3,11,FALSE,0.189655172,3,0,3,5,0.333333333,0,0.230769231,0.263157895,0.380952381,0.19047619,0.285714286,0.142857143,0.136363636,0.340909091,0.227272727,0.295454545,0,0.666666667,0,0.333333333,0.272727273,0,0.272727273,0.454545455,0.64,0.24,0,0.12,0.32,0.6,0.08,0,0.48,0.4,0,0.12,0.24,0.52,0.04,0.2
139,Old,128,4,NoInstruction,100,48,52,0.48,25,25,25,25,10,12,16,10,0.4,0.48,0.64,0.4,0.84,0.8,0.8,0.88,21,3,0,1,17,7,0,1,21,4,0,0,17,3,2,3,21,20,20,22,4,5,5,3,3,0,1,0,0,2,0,1,0,2,2,0,1,0,2,2,0,1,0,0,0.75,0,0.25,0,0,0.4,0,0.2,0,0.4,0.4,0,0.2,0,0.4,0.666666667,0,0.333333333,0,0,76,17,2,5,FALSE,0.208333333,1,1,0,3,0.25,0.125,0,0.375,0.276315789,0.223684211,0.276315789,0.223684211,0.176470588,0.411764706,0.235294118,0.176470588,0,0,0,1,0.2,0.2,0,0.6,0.84,0.12,0,0.04,0.68,0.28,0,0.04,0.84,0.16,0,0,0.68,0.12,0.08,0.12
113,Old,129,4,NoInstruction,100,46,54,0.46,25,25,25,25,8,17,7,14,0.32,0.68,0.28,0.56,0.84,0.88,0.84,0.84,11,2,1,11,18,4,0,3,10,3,0,12,16,3,0,6,21,22,21,21,4,3,4,4,4,0,0,0,0,2,0,1,0,0,3,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0.666666667,0,0.333333333,0,0,0.75,0,0.25,0,0,0.5,0,0.5,0,0,55,12,1,32,FALSE,0.711111111,11,3,12,6,0.785714286,0.428571429,0.8,0.666666667,0.2,0.327272727,0.181818182,0.290909091,0.166666667,0.333333333,0.25,0.25,1,0,0,0,0.34375,0.09375,0.375,0.1875,0.44,0.08,0.04,0.44,0.72,0.16,0,0.12,0.4,0.12,0,0.48,0.64,0.12,0,0.24
122,Old,130,4,NoInstruction,100,26,74,0.26,25,25,25,25,5,9,7,5,0.2,0.36,0.28,0.2,0.72,0.76,0.8,0.68,9,12,1,3,16,6,0,3,16,7,0,2,14,8,1,2,18,19,20,17,7,6,5,8,5,0,1,0,1,4,0,2,0,0,4,0,1,0,0,4,2,1,0,1,0.714285714,0,0.142857143,0,0.142857143,0.666666667,0,0.333333333,0,0,0.8,0,0.2,0,0,0.5,0.25,0.125,0,0.125,55,33,2,10,FALSE,0.222222222,3,3,2,2,0.1875,0.333333333,0.222222222,0.181818182,0.163636364,0.290909091,0.290909091,0.254545455,0.363636364,0.181818182,0.212121212,0.242424242,0.5,0,0,0.5,0.3,0.3,0.2,0.2,0.36,0.48,0.04,0.12,0.64,0.24,0,0.12,0.64,0.28,0,0.08,0.56,0.32,0.04,0.08
131,Old,131,4,NoInstruction,100,27,73,0.27,25,25,25,25,9,5,7,6,0.36,0.2,0.28,0.24,0.8,0.52,0.68,0.52,15,9,0,1,8,15,1,1,10,14,0,1,7,17,0,1,20,13,17,13,5,12,8,12,4,0,1,0,0,6,1,5,0,0,2,0,4,0,2,5,1,4,1,1,0.8,0,0.2,0,0,0.5,0.083333333,0.416666667,0,0,0.25,0,0.5,0,0.25,0.416666667,0.083333333,0.333333333,0.083333333,0.083333333,40,55,1,4,FALSE,0.066666667,1,1,1,1,0.1,0.058823529,0.066666667,0.055555556,0.375,0.2,0.25,0.175,0.163636364,0.272727273,0.254545455,0.309090909,0,1,0,0,0.25,0.25,0.25,0.25,0.6,0.36,0,0.04,0.32,0.6,0.04,0.04,0.4,0.56,0,0.04,0.28,0.68,0,0.04
