,value.AgeGroup,value.Subject,value.StudyNo,value.PrimeInstruction,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correct_r,value.correct_p,value.correct_b,value.correct_u,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,value.prop_r_r,value.prop_r_p,value.prop_r_b,value.prop_r_u,value.prop_r_x,value.prop_p_r,value.prop_p_p,value.prop_p_b,value.prop_p_u,value.prop_p_x,value.prop_b_r,value.prop_b_p,value.prop_b_b,value.prop_b_u,value.prop_b_x,value.prop_u_r,value.prop_u_p,value.prop_u_b,value.prop_u_u,value.prop_u_x,value.know,value.dontknow,value.other,value.TOT,visible,condTOTprop,num_r_TOT,num_p_TOT,num_b_TOT,num_u_TOT,condpropTOT_r,condpropTOT_p,condpropTOT_b,condpropTOT_u,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
26,Young,188,5,NotThePrime,100,17,83,0.17,25,25,25,25,0,6,5,6,0,0.24,0.2,0.24,0.8,0.8,0.72,0.64,2,10,9,4,4,10,9,2,6,7,8,4,3,11,7,4,20,20,18,16,5,5,7,9,3,0,2,0,0,2,1,2,0,0,3,0,3,1,0,4,1,4,0,0,0.6,0,0.4,0,0,0.4,0.2,0.4,0,0,0.428571429,0,0.428571429,0.142857143,0,0.444444444,0.111111111,0.444444444,0,0,15,38,33,14,FALSE,0.164705882,4,2,4,4,0.173913043,0.095238095,0.210526316,0.181818182,0.133333333,0.266666667,0.4,0.2,0.263157895,0.263157895,0.184210526,0.289473684,0.272727273,0.272727273,0.242424242,0.212121212,0.285714286,0.142857143,0.285714286,0.285714286,0.08,0.4,0.36,0.16,0.16,0.4,0.36,0.08,0.24,0.28,0.32,0.16,0.12,0.44,0.28,0.16
27,Young,189,5,NotThePrime,100,28,72,0.28,25,25,25,25,2,12,9,5,0.08,0.48,0.36,0.2,0.88,0.88,0.88,0.64,4,6,4,11,12,3,5,5,8,4,7,6,7,7,8,3,22,22,22,16,3,3,3,9,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.666666667,0,0.333333333,0,0,31,20,24,25,FALSE,0.362318841,11,5,6,3,0.523809524,0.384615385,0.352941176,0.166666667,0.129032258,0.387096774,0.258064516,0.225806452,0.3,0.15,0.2,0.35,0.166666667,0.208333333,0.291666667,0.333333333,0.44,0.2,0.24,0.12,0.16,0.24,0.16,0.44,0.48,0.12,0.2,0.2,0.32,0.16,0.28,0.24,0.28,0.28,0.32,0.12
28,Young,190,5,NotThePrime,100,39,61,0.39,25,25,25,25,11,13,9,6,0.44,0.52,0.36,0.24,0.8,0.88,0.88,0.84,11,8,2,4,15,3,4,3,11,9,2,3,9,4,7,5,20,22,22,21,5,3,3,4,3,0,2,0,0,1,0,2,0,0,2,0,1,0,0,3,0,1,0,0,0.6,0,0.4,0,0,0.333333333,0,0.666666667,0,0,0.666666667,0,0.333333333,0,0,0.75,0,0.25,0,0,46,24,15,15,FALSE,0.277777778,4,3,3,5,0.285714286,0.3,0.214285714,0.3125,0.239130435,0.326086957,0.239130435,0.195652174,0.333333333,0.125,0.375,0.166666667,0.133333333,0.266666667,0.133333333,0.466666667,0.266666667,0.2,0.2,0.333333333,0.44,0.32,0.08,0.16,0.6,0.12,0.16,0.12,0.44,0.36,0.08,0.12,0.36,0.16,0.28,0.2
29,Young,191,5,NotThePrime,100,25,75,0.25,25,25,25,25,11,3,7,4,0.44,0.12,0.28,0.16,0.64,0.4,0.84,0.68,12,5,4,4,4,10,0,11,7,8,0,10,4,12,1,8,16,10,21,17,9,15,4,8,0,2,7,0,0,3,2,10,0,0,4,0,0,0,0,3,1,3,1,0,0,0.222222222,0.777777778,0,0,0.2,0.133333333,0.666666667,0,0,1,0,0,0,0,0.375,0.125,0.375,0.125,0,27,35,5,33,FALSE,0.452054795,4,11,10,8,0.307692308,0.523809524,0.555555556,0.380952381,0.444444444,0.148148148,0.259259259,0.148148148,0.142857143,0.285714286,0.228571429,0.342857143,0.8,0,0,0.2,0.121212121,0.333333333,0.303030303,0.242424242,0.48,0.2,0.16,0.16,0.16,0.4,0,0.44,0.28,0.32,0,0.4,0.16,0.48,0.04,0.32
30,Young,192,5,NotThePrime,100,39,61,0.39,25,25,25,25,4,12,11,12,0.16,0.48,0.44,0.48,0.88,0.92,0.88,0.84,7,11,6,1,12,7,2,4,14,6,3,2,8,8,4,5,22,23,22,21,3,2,3,4,1,0,2,0,0,1,0,1,0,0,2,0,1,0,0,2,0,2,0,0,0.333333333,0,0.666666667,0,0,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0.5,0,0,41,32,15,12,FALSE,0.203389831,1,4,2,5,0.055555556,0.307692308,0.181818182,0.294117647,0.170731707,0.292682927,0.341463415,0.195121951,0.34375,0.21875,0.1875,0.25,0.4,0.133333333,0.2,0.266666667,0.083333333,0.333333333,0.166666667,0.416666667,0.28,0.44,0.24,0.04,0.48,0.28,0.08,0.16,0.56,0.24,0.12,0.08,0.32,0.32,0.16,0.2
31,Young,193,5,NotThePrime,100,29,71,0.29,25,25,25,25,6,14,3,6,0.24,0.56,0.12,0.24,0.88,0.84,0.76,0.8,15,3,7,0,17,4,3,1,11,3,9,2,6,8,7,4,22,21,19,20,3,4,6,5,3,0,0,0,0,2,0,2,0,0,4,0,2,0,0,1,0,4,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,0.2,0,0.8,0,0,49,18,26,7,FALSE,0.137254902,0,1,2,4,0,0.125,0.142857143,0.210526316,0.306122449,0.346938776,0.224489796,0.12244898,0.166666667,0.222222222,0.166666667,0.444444444,0.269230769,0.115384615,0.346153846,0.269230769,0,0.142857143,0.285714286,0.571428571,0.6,0.12,0.28,0,0.68,0.16,0.12,0.04,0.44,0.12,0.36,0.08,0.24,0.32,0.28,0.16
32,Young,194,5,NotThePrime,100,56,44,0.56,25,25,25,25,12,20,15,9,0.48,0.8,0.6,0.36,0.92,1,0.96,0.92,13,2,5,5,20,1,1,3,17,0,2,6,11,1,6,7,23,25,24,23,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,61,4,14,21,FALSE,0.538461538,5,3,6,7,0.416666667,0.6,0.75,0.5,0.213114754,0.327868852,0.278688525,0.180327869,0.5,0.25,0,0.25,0.357142857,0.071428571,0.142857143,0.428571429,0.238095238,0.142857143,0.285714286,0.333333333,0.52,0.08,0.2,0.2,0.8,0.04,0.04,0.12,0.68,0,0.08,0.24,0.44,0.04,0.24,0.28
36,Young,198,5,NotThePrime,100,35,65,0.35,25,25,25,25,8,12,9,6,0.32,0.48,0.36,0.24,0.76,0.8,0.8,0.72,14,7,3,1,17,7,1,0,7,10,8,0,8,12,5,0,19,20,20,18,6,5,5,7,0,1,5,0,0,3,0,2,0,0,3,1,1,0,0,2,1,4,0,0,0,0.166666667,0.833333333,0,0,0.6,0,0.4,0,0,0.6,0.2,0.2,0,0,0.285714286,0.142857143,0.571428571,0,0,46,36,17,1,FALSE,0.018518519,1,0,0,0,0.090909091,0,0,0,0.304347826,0.369565217,0.152173913,0.173913043,0.194444444,0.194444444,0.277777778,0.333333333,0.176470588,0.058823529,0.470588235,0.294117647,1,0,0,0,0.56,0.28,0.12,0.04,0.68,0.28,0.04,0,0.28,0.4,0.32,0,0.32,0.48,0.2,0
37,Old,701,6,NotThePrime,100,25,75,0.25,25,25,25,25,3,10,5,7,0.12,0.4,0.2,0.28,0.64,0.72,0.84,0.52,14,7,2,2,13,8,1,3,11,10,0,4,12,10,1,2,16,18,21,13,9,7,4,12,8,0,1,0,0,1,2,2,0,2,2,1,1,0,0,4,1,4,0,3,0.888888889,0,0.111111111,0,0,0.142857143,0.285714286,0.285714286,0,0.285714286,0.5,0.25,0.25,0,0,0.333333333,0.083333333,0.333333333,0,0.25,50,35,4,11,FALSE,0.22,2,3,4,2,0.181818182,0.25,0.285714286,0.153846154,0.28,0.26,0.22,0.24,0.2,0.228571429,0.285714286,0.285714286,0.5,0.25,0,0.25,0.181818182,0.272727273,0.363636364,0.181818182,0.56,0.28,0.08,0.08,0.52,0.32,0.04,0.12,0.44,0.4,0,0.16,0.48,0.4,0.04,0.08
38,Old,702,6,NotThePrime,100,5,95,0.05,25,25,25,25,2,1,2,0,0.08,0.04,0.08,0,0.28,0.48,0.32,0.44,2,22,1,0,7,18,0,0,3,21,1,0,0,25,0,0,7,12,8,11,18,13,17,14,10,4,4,0,0,6,2,5,0,0,4,3,10,0,0,4,3,6,0,1,0.555555556,0.222222222,0.222222222,0,0,0.461538462,0.153846154,0.384615385,0,0,0.235294118,0.176470588,0.588235294,0,0,0.285714286,0.214285714,0.428571429,0,0.071428571,12,86,2,0,FALSE,0,0,0,0,0,0,0,0,0,0.166666667,0.583333333,0.25,0,0.255813953,0.209302326,0.244186047,0.290697674,0.5,0,0.5,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.08,0.88,0.04,0,0.28,0.72,0,0,0.12,0.84,0.04,0,0,1,0,0
39,Old,703,6,NotThePrime,100,17,83,0.17,25,25,25,25,7,5,4,1,0.28,0.2,0.16,0.04,0.64,0.68,0.64,0.64,14,10,0,1,10,13,0,2,7,17,0,1,2,16,1,6,16,17,16,16,9,8,9,9,6,0,1,0,2,3,3,1,0,1,4,0,3,0,2,3,0,2,0,4,0.666666667,0,0.111111111,0,0.222222222,0.375,0.375,0.125,0,0.125,0.444444444,0,0.333333333,0,0.222222222,0.333333333,0,0.222222222,0,0.444444444,33,56,1,10,FALSE,0.149253731,1,2,1,6,0.090909091,0.133333333,0.055555556,0.260869565,0.424242424,0.303030303,0.212121212,0.060606061,0.178571429,0.232142857,0.303571429,0.285714286,0,0,0,1,0.1,0.2,0.1,0.6,0.56,0.4,0,0.04,0.4,0.52,0,0.08,0.28,0.68,0,0.04,0.08,0.64,0.04,0.24
40,Old,704,6,NotThePrime,100,41,59,0.41,25,25,25,25,4,11,13,13,0.16,0.44,0.52,0.52,0.8,0.8,0.84,0.8,15,6,1,3,19,3,0,3,16,4,1,4,16,6,1,2,20,20,21,20,5,5,4,5,3,0,0,0,2,5,0,0,0,0,2,0,2,0,0,1,1,3,0,0,0.6,0,0,0,0.4,1,0,0,0,0,0.5,0,0.5,0,0,0.2,0.2,0.6,0,0,66,19,3,12,FALSE,0.352941176,3,3,4,2,0.3,0.5,0.444444444,0.222222222,0.227272727,0.287878788,0.242424242,0.242424242,0.315789474,0.157894737,0.210526316,0.315789474,0.333333333,0,0.333333333,0.333333333,0.25,0.25,0.333333333,0.166666667,0.6,0.24,0.04,0.12,0.76,0.12,0,0.12,0.64,0.16,0.04,0.16,0.64,0.24,0.04,0.08
41,Old,705,6,NotThePrime,100,23,77,0.23,25,25,25,25,4,12,2,5,0.16,0.48,0.08,0.2,0.92,0.88,0.92,0.88,11,12,0,2,14,11,0,0,8,15,0,2,11,13,0,1,23,22,23,22,2,3,2,3,2,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0.333333333,0,0.666666667,0,0,0.5,0,0,0,0.5,0.333333333,0,0.666666667,0,0,44,51,0,5,FALSE,0.089285714,2,0,2,1,0.142857143,0,0.117647059,0.071428571,0.25,0.318181818,0.181818182,0.25,0.235294118,0.215686275,0.294117647,0.254901961,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4,0,0.4,0.2,0.44,0.48,0,0.08,0.56,0.44,0,0,0.32,0.6,0,0.08,0.44,0.52,0,0.04
42,Old,706,6,NotThePrime,100,19,81,0.19,25,25,25,25,5,8,4,2,0.2,0.32,0.16,0.08,0.84,0.76,0.72,0.76,7,18,0,0,13,12,0,0,10,15,0,0,9,16,0,0,21,19,18,19,4,6,7,6,2,0,2,0,0,3,0,3,0,0,3,0,4,0,0,2,0,2,1,1,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.428571429,0,0.571428571,0,0,0.333333333,0,0.333333333,0.166666667,0.166666667,39,61,0,0,FALSE,0,0,0,0,0,0,0,0,0,0.179487179,0.333333333,0.256410256,0.230769231,0.295081967,0.196721311,0.245901639,0.262295082,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,0.72,0,0,0.52,0.48,0,0,0.4,0.6,0,0,0.36,0.64,0,0
43,Old,707,6,NotThePrime,100,28,72,0.28,25,25,25,25,8,7,7,6,0.32,0.28,0.28,0.24,0.76,0.84,0.88,0.72,21,0,3,1,19,5,1,0,16,5,1,3,19,3,2,1,19,21,22,18,6,4,3,7,4,0,2,0,0,1,0,3,0,0,2,0,1,0,0,5,0,2,0,0,0.666666667,0,0.333333333,0,0,0.25,0,0.75,0,0,0.666666667,0,0.333333333,0,0,0.714285714,0,0.285714286,0,0,75,13,7,5,FALSE,0.2,1,0,3,1,0.25,0,0.333333333,0.166666667,0.28,0.253333333,0.213333333,0.253333333,0,0.384615385,0.384615385,0.230769231,0.428571429,0.142857143,0.142857143,0.285714286,0.2,0,0.6,0.2,0.84,0,0.12,0.04,0.76,0.2,0.04,0,0.64,0.2,0.04,0.12,0.76,0.12,0.08,0.04
44,Old,708,6,NotThePrime,100,19,81,0.19,25,25,25,25,3,4,5,7,0.12,0.16,0.2,0.28,0.6,0.52,0.68,0.68,9,12,4,0,8,14,2,1,10,10,5,0,10,12,3,0,15,13,17,17,10,12,8,8,6,0,4,0,0,9,1,0,0,2,3,0,4,0,1,3,0,4,1,0,0.6,0,0.4,0,0,0.75,0.083333333,0,0,0.166666667,0.375,0,0.5,0,0.125,0.375,0,0.5,0.125,0,37,48,14,1,FALSE,0.015873016,0,1,0,0,0,0.058823529,0,0,0.243243243,0.216216216,0.27027027,0.27027027,0.25,0.291666667,0.208333333,0.25,0.285714286,0.142857143,0.357142857,0.214285714,0,1,0,0,0.36,0.48,0.16,0,0.32,0.56,0.08,0.04,0.4,0.4,0.2,0,0.4,0.48,0.12,0
45,Old,709,6,NotThePrime,100,8,92,0.08,25,25,25,25,0,2,1,5,0,0.08,0.04,0.2,0.56,0.48,0.48,0.4,5,19,1,0,3,21,0,1,5,20,0,0,6,18,0,1,14,12,12,10,11,13,13,15,5,2,4,0,0,1,1,7,1,3,6,0,3,0,4,3,1,7,1,3,0.454545455,0.181818182,0.363636364,0,0,0.076923077,0.076923077,0.538461538,0.076923077,0.230769231,0.461538462,0,0.230769231,0,0.307692308,0.2,0.066666667,0.466666667,0.066666667,0.2,19,78,1,2,FALSE,0.024691358,0,1,0,1,0,0.045454545,0,0.052631579,0.263157895,0.157894737,0.263157895,0.315789474,0.243589744,0.269230769,0.256410256,0.230769231,1,0,0,0,0,0.5,0,0.5,0.2,0.76,0.04,0,0.12,0.84,0,0.04,0.2,0.8,0,0,0.24,0.72,0,0.04
46,Old,710,6,NotThePrime,100,8,92,0.08,25,25,25,25,2,5,1,0,0.08,0.2,0.04,0,0.44,0.56,0.56,0.76,2,23,0,0,5,20,0,0,3,22,0,0,1,23,0,1,11,14,14,19,14,11,11,6,9,1,2,0,2,5,1,4,0,1,5,0,6,0,0,4,0,2,0,0,0.642857143,0.071428571,0.142857143,0,0.142857143,0.454545455,0.090909091,0.363636364,0,0.090909091,0.454545455,0,0.545454545,0,0,0.666666667,0,0.333333333,0,0,11,88,0,1,FALSE,0.011235955,0,0,0,1,0,0,0,0.041666667,0.181818182,0.454545455,0.272727273,0.090909091,0.261363636,0.227272727,0.25,0.261363636,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1,0.08,0.92,0,0,0.2,0.8,0,0,0.12,0.88,0,0,0.04,0.92,0,0.04
47,Old,712,6,NotThePrime,100,15,85,0.15,25,25,25,25,1,4,4,6,0.04,0.16,0.16,0.24,0.76,0.72,0.68,0.88,9,13,0,3,12,11,0,2,10,9,2,4,11,10,0,4,19,18,17,22,6,7,8,3,4,0,1,0,1,5,0,1,0,1,5,0,2,0,1,2,0,1,0,0,0.666666667,0,0.166666667,0,0.166666667,0.714285714,0,0.142857143,0,0.142857143,0.625,0,0.25,0,0.125,0.666666667,0,0.333333333,0,0,42,43,2,13,FALSE,0.224137931,3,2,4,4,0.1875,0.153846154,0.266666667,0.285714286,0.214285714,0.285714286,0.238095238,0.261904762,0.302325581,0.255813953,0.209302326,0.23255814,0,0,1,0,0.230769231,0.153846154,0.307692308,0.307692308,0.36,0.52,0,0.12,0.48,0.44,0,0.08,0.4,0.36,0.08,0.16,0.44,0.4,0,0.16
48,Old,713,6,NotThePrime,100,7,93,0.07,25,25,25,25,0,3,1,3,0,0.12,0.04,0.12,0.48,0.48,0.56,0.52,10,11,0,4,11,14,0,0,14,10,1,0,10,15,0,0,12,12,14,13,13,13,11,12,5,1,7,0,0,9,0,1,2,1,7,0,4,0,0,5,1,2,2,2,0.384615385,0.076923077,0.538461538,0,0,0.692307692,0,0.076923077,0.153846154,0.076923077,0.636363636,0,0.363636364,0,0,0.416666667,0.083333333,0.166666667,0.166666667,0.166666667,45,50,1,4,FALSE,0.072727273,4,0,0,0,0.266666667,0,0,0,0.222222222,0.244444444,0.311111111,0.222222222,0.22,0.28,0.2,0.3,0,0,1,0,1,0,0,0,0.4,0.44,0,0.16,0.44,0.56,0,0,0.56,0.4,0.04,0,0.4,0.6,0,0
49,Old,714,6,NotThePrime,100,24,76,0.24,25,25,25,25,7,11,3,3,0.28,0.44,0.12,0.12,0.76,0.56,0.44,0.68,14,11,0,0,17,8,0,0,13,10,1,1,12,13,0,0,19,14,11,17,6,11,14,8,3,0,3,0,0,5,2,4,0,0,10,2,2,0,0,7,1,0,0,0,0.5,0,0.5,0,0,0.454545455,0.181818182,0.363636364,0,0,0.714285714,0.142857143,0.142857143,0,0,0.875,0.125,0,0,0,56,42,1,1,FALSE,0.022727273,0,0,1,0,0,0,0.083333333,0,0.25,0.303571429,0.232142857,0.214285714,0.261904762,0.19047619,0.238095238,0.30952381,0,0,1,0,0,0,1,0,0.56,0.44,0,0,0.68,0.32,0,0,0.52,0.4,0.04,0.04,0.48,0.52,0,0
50,Old,715,6,NotThePrime,100,13,87,0.13,25,25,25,25,5,1,4,3,0.2,0.04,0.16,0.12,0.52,0.48,0.6,0.48,17,3,3,2,11,9,4,1,10,7,4,4,9,8,5,3,13,12,15,12,12,13,10,13,9,0,3,0,0,8,1,4,0,0,5,0,5,0,0,8,0,5,0,0,0.75,0,0.25,0,0,0.615384615,0.076923077,0.307692308,0,0,0.5,0,0.5,0,0,0.615384615,0,0.384615385,0,0,47,27,16,10,FALSE,0.188679245,2,1,4,3,0.25,0.071428571,0.266666667,0.1875,0.361702128,0.234042553,0.212765957,0.191489362,0.111111111,0.333333333,0.259259259,0.296296296,0.1875,0.25,0.25,0.3125,0.2,0.1,0.4,0.3,0.68,0.12,0.12,0.08,0.44,0.36,0.16,0.04,0.4,0.28,0.16,0.16,0.36,0.32,0.2,0.12
51,Old,716,6,NotThePrime,100,41,59,0.41,25,25,25,25,6,9,14,12,0.24,0.36,0.56,0.48,0.88,0.88,0.88,0.8,10,8,1,6,11,4,0,10,17,3,0,5,13,6,1,5,22,22,22,20,3,3,3,5,2,0,0,0,1,0,0,2,0,1,0,0,3,0,0,3,0,1,1,0,0.666666667,0,0,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,1,0,0,0.6,0,0.2,0.2,0,51,21,2,26,FALSE,0.530612245,6,10,5,5,0.4,0.714285714,0.625,0.416666667,0.196078431,0.215686275,0.333333333,0.254901961,0.380952381,0.19047619,0.142857143,0.285714286,0.5,0,0,0.5,0.230769231,0.384615385,0.192307692,0.192307692,0.4,0.32,0.04,0.24,0.44,0.16,0,0.4,0.68,0.12,0,0.2,0.52,0.24,0.04,0.2
52,Old,717,6,NotThePrime,100,30,70,0.3,25,25,25,25,7,9,3,11,0.28,0.36,0.12,0.44,0.88,0.92,0.92,0.88,19,5,0,1,15,8,1,1,17,7,0,1,20,5,0,0,22,23,23,22,3,2,2,3,1,0,0,0,2,0,0,2,0,0,1,0,1,0,0,2,0,1,0,0,0.333333333,0,0,0,0.666666667,0,0,1,0,0,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,71,25,1,3,FALSE,0.103448276,1,1,1,0,0.166666667,0.1,0.125,0,0.267605634,0.211267606,0.23943662,0.281690141,0.2,0.32,0.28,0.2,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0.76,0.2,0,0.04,0.6,0.32,0.04,0.04,0.68,0.28,0,0.04,0.8,0.2,0,0
53,Old,718,6,NotThePrime,100,26,74,0.26,25,25,25,25,7,10,5,4,0.28,0.4,0.2,0.16,0.76,0.8,0.76,0.88,13,11,0,1,19,5,0,1,13,10,0,2,14,9,0,2,19,20,19,22,6,5,6,3,2,0,4,0,0,2,0,3,0,0,4,0,2,0,0,2,0,1,0,0,0.333333333,0,0.666666667,0,0,0.4,0,0.6,0,0,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,59,35,0,6,FALSE,0.146341463,1,1,2,2,0.083333333,0.166666667,0.166666667,0.181818182,0.220338983,0.322033898,0.220338983,0.237288136,0.314285714,0.142857143,0.285714286,0.257142857,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.166666667,0.166666667,0.333333333,0.333333333,0.52,0.44,0,0.04,0.76,0.2,0,0.04,0.52,0.4,0,0.08,0.56,0.36,0,0.08
54,Old,719,6,NotThePrime,100,36,64,0.36,25,25,25,25,8,7,13,8,0.32,0.28,0.52,0.32,0.96,0.84,0.96,0.92,10,5,0,10,11,6,0,8,16,2,0,7,9,9,2,5,24,21,24,23,1,4,1,2,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,46,22,2,30,FALSE,0.555555556,10,8,7,5,0.666666667,0.571428571,0.777777778,0.3125,0.217391304,0.239130435,0.347826087,0.195652174,0.227272727,0.272727273,0.090909091,0.409090909,0,0,0,1,0.333333333,0.266666667,0.233333333,0.166666667,0.4,0.2,0,0.4,0.44,0.24,0,0.32,0.64,0.08,0,0.28,0.36,0.36,0.08,0.2
55,Old,720,6,NotThePrime,100,4,96,0.04,25,25,25,25,1,1,2,0,0.04,0.04,0.08,0,0.56,0.6,0.64,0.52,8,17,0,0,7,17,1,0,9,16,0,0,4,19,1,1,14,15,16,13,11,10,9,12,6,0,3,0,2,7,1,1,0,1,3,0,2,0,4,2,0,6,0,4,0.545454545,0,0.272727273,0,0.181818182,0.7,0.1,0.1,0,0.1,0.333333333,0,0.222222222,0,0.444444444,0.166666667,0,0.5,0,0.333333333,28,69,2,1,FALSE,0.013888889,0,0,0,1,0,0,0,0.047619048,0.285714286,0.25,0.321428571,0.142857143,0.246376812,0.246376812,0.231884058,0.275362319,0,0.5,0,0.5,0,0,0,1,0.32,0.68,0,0,0.28,0.68,0.04,0,0.36,0.64,0,0,0.16,0.76,0.04,0.04
56,Old,721,6,NotThePrime,100,15,85,0.15,25,25,25,25,3,5,1,6,0.12,0.2,0.04,0.24,0.72,0.68,0.64,0.64,14,10,1,0,10,13,2,0,11,10,3,1,12,13,0,0,18,17,16,16,7,8,9,9,6,0,0,0,1,2,0,4,0,2,7,0,2,0,0,4,0,4,1,0,0.857142857,0,0,0,0.142857143,0.25,0,0.5,0,0.25,0.777777778,0,0.222222222,0,0,0.444444444,0,0.444444444,0.111111111,0,47,46,6,1,FALSE,0.018867925,0,0,1,0,0,0,0.071428571,0,0.29787234,0.212765957,0.234042553,0.255319149,0.217391304,0.282608696,0.217391304,0.282608696,0.166666667,0.333333333,0.5,0,0,0,1,0,0.56,0.4,0.04,0,0.4,0.52,0.08,0,0.44,0.4,0.12,0.04,0.48,0.52,0,0
57,Old,722,6,NotThePrime,100,10,90,0.1,25,25,25,25,3,5,2,0,0.12,0.2,0.08,0,0.56,0.64,0.56,0.64,10,5,3,7,11,11,1,2,8,6,4,7,9,6,5,5,14,16,14,16,11,9,11,9,5,0,6,0,0,5,1,3,0,0,7,1,3,0,0,3,2,3,0,1,0.454545455,0,0.545454545,0,0,0.555555556,0.111111111,0.333333333,0,0,0.636363636,0.090909091,0.272727273,0,0,0.333333333,0.222222222,0.333333333,0,0.111111111,38,28,13,21,FALSE,0.338709677,7,2,7,5,0.466666667,0.142857143,0.411764706,0.3125,0.263157895,0.289473684,0.210526316,0.236842105,0.178571429,0.392857143,0.214285714,0.214285714,0.230769231,0.076923077,0.307692308,0.384615385,0.333333333,0.095238095,0.333333333,0.238095238,0.4,0.2,0.12,0.28,0.44,0.44,0.04,0.08,0.32,0.24,0.16,0.28,0.36,0.24,0.2,0.2
58,Old,723,6,NotThePrime,100,4,96,0.04,25,25,25,25,0,2,2,0,0,0.08,0.08,0,0.48,0.48,0.48,0.36,1,21,3,0,0,21,4,0,2,20,2,1,2,21,2,0,12,12,12,9,13,13,13,16,4,0,8,0,1,9,0,4,0,0,7,1,5,0,0,8,1,5,1,1,0.307692308,0,0.615384615,0,0.076923077,0.692307692,0,0.307692308,0,0,0.538461538,0.076923077,0.384615385,0,0,0.5,0.0625,0.3125,0.0625,0.0625,5,83,11,1,FALSE,0.010526316,0,0,1,0,0,0,0.043478261,0,0.2,0,0.4,0.4,0.253012048,0.253012048,0.240963855,0.253012048,0.272727273,0.363636364,0.181818182,0.181818182,0,0,1,0,0.04,0.84,0.12,0,0,0.84,0.16,0,0.08,0.8,0.08,0.04,0.08,0.84,0.08,0
59,Old,724,6,NotThePrime,100,7,93,0.07,25,25,25,25,2,1,4,0,0.08,0.04,0.16,0,0.48,0.28,0.52,0.4,6,17,1,1,4,20,1,0,8,17,0,0,2,22,1,0,12,7,13,10,13,18,12,15,6,1,4,0,2,6,4,4,0,4,4,1,6,1,0,12,0,2,1,0,0.461538462,0.076923077,0.307692308,0,0.153846154,0.333333333,0.222222222,0.222222222,0,0.222222222,0.333333333,0.083333333,0.5,0.083333333,0,0.8,0,0.133333333,0.066666667,0,20,76,3,1,FALSE,0.0125,1,0,0,0,0.052631579,0,0,0,0.3,0.2,0.4,0.1,0.223684211,0.263157895,0.223684211,0.289473684,0.333333333,0.333333333,0,0.333333333,1,0,0,0,0.24,0.68,0.04,0.04,0.16,0.8,0.04,0,0.32,0.68,0,0,0.08,0.88,0.04,0
